Precio,Barrios,Expensas,Ambientes,MetrosCuadrados,Direccion,Dolarizado,PrecioPesos,PrecioM2Pesos,Tipo,ID,Ciudad,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Barrio_geopy,Barrio_Recod,Corredor,DireccionNorm,Latitud,Longitud
1300000,"Palermo Chico, Palermo",$ 182.000 Expensas,4.0,94.0,Cabello al 3100,no,1300000.0,1.38297872340425e+16,departamentos-,53953139,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Cabello 3100,Palermo, Ciudad de Buenos Aires, Argentina",-34.5824747,-58.4054517
USD 8.500,"Palermo Chico, Palermo",$ 1.572.750 Expensas,8.0,256.0,Figueroa Alcorta 3051,si,12027500.0,46982421875.0,departamentos-,53571430,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Figueroa Alcorta 3051,Palermo, Ciudad de Buenos Aires, Argentina",-34.580011283673464,-58.39907312040816
USD 1.300,"Palermo Chico, Palermo",$ 164.649 Expensas,3.0,72.0,Silvio Ruggieri  al 2900,si,1839500.0,2554861111111110.0,departamentos-,53778797,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Silvio Ruggieri 2900,Palermo, Ciudad de Buenos Aires, Argentina",-34.5809476,-58.4074085
USD 380,"Palermo Chico, Palermo",$ 40.000 Expensas,2.0,35.0,REPUBLICA DE LA INDIA 2900,si,537700.0,1.53628571428571e+16,departamentos-,53007063,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"REPUBLICA DE LA INDIA 2900,Palermo, Ciudad de Buenos Aires, Argentina",-34.5771344,-58.4140393
USD 1.250,"Palermo Chico, Palermo",,3.0,120.0,Las Heras  al 4000,si,1768750.0,1.47395833333333e+16,departamentos-,53684666,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Las Heras 4000,Palermo, Ciudad de Buenos Aires, Argentina",-34.581817484848486,-58.41568897878788
900000,"Palermo Chico, Palermo",$ 140.000 Expensas,2.0,50.0,"RUGGIERI, SILVIO L. 2900. Entre Cerviño y Av. libertador",no,900000.0,18000.0,departamentos-,54051402,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"RUGGIERI, SILVIO L. 2900. Entre Cerviño y Av. libertador,Palermo, Ciudad de Buenos Aires, Argentina",,
USD 1.500,"Palermo Chico, Palermo",$ 235.000 Expensas,3.0,64.0,Ugarteche al 3200,si,2122500.0,331640625.0,departamentos-,53512541,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Ugarteche 3200,Palermo, Ciudad de Buenos Aires, Argentina",-34.5796054,-58.4114777
430000,"Palermo Chico, Palermo",$ 80.000 Expensas,2.0,45.0,Salguero  al 3000,no,430000.0,9555555555555550.0,departamentos-,54135432,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Salguero 3000,Palermo, Ciudad de Buenos Aires, Argentina",-34.5778642,-58.4061786
USD 1.800,"Palermo Chico, Palermo",$ 227.000 Expensas,3.0,93.0,Ruggieri al 2900,si,2547000.0,2738709677419350.0,departamentos-,53710662,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Ruggieri 2900,Palermo, Ciudad de Buenos Aires, Argentina",-34.5809476,-58.4074085
USD 2.800,"Palermo Chico, Palermo",$ 240.000 Expensas,3.0,195.0,Departamento en Alquiler en Palermo Chico  Juez Tedin al 3000,si,3962000.0,2031794871794870.0,departamentos-,52435945,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Departamento en Alquiler en Palermo Chico Juez Tedin 3000,Palermo, Ciudad de Buenos Aires, Argentina",,
USD 1.000,"Palermo Chico, Palermo",$ 267.207 Expensas,3.0,72.0,Scalabrini Ortiz al 3300,si,1415000.0,1.96527777777777e+16,departamentos-,53532516,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Scalabrini Ortiz 3300,Palermo, Ciudad de Buenos Aires, Argentina",-34.5789877,-58.4094428
USD 1.650,"Palermo Chico, Palermo",$ 195.000 Expensas,4.0,125.0,Avenida Figueroa Alcorta  al 3000,si,2334750.0,18678.0,departamentos-,54148575,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Avenida Figueroa Alcorta 3000,Palermo, Ciudad de Buenos Aires, Argentina",-34.5809679,-58.3979889
USD 2.300,"Palermo Chico, Palermo",$ 407.000 Expensas,3.0,100.0,Gelly al 3300,si,3254500.0,32545.0,departamentos-,53751666,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Gelly 3300,Palermo, Ciudad de Buenos Aires, Argentina",-34.5756109,-58.4069865
USD 1.200,"Palermo Chico, Palermo",$ 161.323 Expensas,4.0,125.0,Lafinur al 3100,si,1698000.0,13584.0,departamentos-,53948408,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Lafinur 3100,Palermo, Ciudad de Buenos Aires, Argentina",-34.579809,-58.4141021
USD 450,"Palermo Chico, Palermo",$ 100.000 Expensas,2.0,50.0,Lafinur 3000,si,636750.0,12735.0,departamentos-,54044063,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Lafinur 3000,Palermo, Ciudad de Buenos Aires, Argentina",-34.580612,-58.4146477
USD 1.500,"Palermo Chico, Palermo",$ 215.000 Expensas,4.0,137.0,Segui al 3900,si,2122500.0,1.5492700729927e+16,departamentos-,53764769,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Segui 3900,Palermo, Ciudad de Buenos Aires, Argentina",-34.577721,-58.4124897
USD 7.500,"Palermo Chico, Palermo",$ 1.000.200 Expensas,6.0,305.0,AV Libertador al 2800,si,10612500.0,3479508196721310.0,departamentos-,53954655,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"AV Libertador 2800,Palermo, Ciudad de Buenos Aires, Argentina",-34.5781879,-58.4086948
USD 11.000,"Palermo Chico, Palermo",$ 1.990.000 Expensas,5.0,400.0,Demaría 4500,si,15565000.0,38912.5,departamentos-,52144345,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Demaría 4500,Palermo, Ciudad de Buenos Aires, Argentina",-34.5751459,-58.4204796
USD 17.000,"Palermo Chico, Palermo",$ 1.500.000 Expensas,8.0,397.0,Martin Coronado  al 3300,si,24055000.0,605919395465995.0,departamentos-,52718463,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Martin Coronado 3300,Palermo, Ciudad de Buenos Aires, Argentina",-34.5768551,-58.4028219
USD 1.200,"Palermo Chico, Palermo",,3.0,79.0,Pereyra Lucena al 2500,si,1698000.0,2149367088607590.0,departamentos-,54008995,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Pereyra Lucena 2500,Palermo, Ciudad de Buenos Aires, Argentina",-34.5837684,-58.401138
USD 3.200,"Palermo Chico, Palermo",$ 500.000 Expensas,4.0,160.0,Mariscal Castilla al 2800,si,4528000.0,28300.0,departamentos-,52677147,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Mariscal Castilla 2800,Palermo, Ciudad de Buenos Aires, Argentina",-34.5810137,-58.4013673
750000,"Palermo Chico, Palermo",$ 90.000 Expensas,1.0,52.0,Segui  al 3900,no,750000.0,1.44230769230769e+16,departamentos-,53959224,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Segui 3900,Palermo, Ciudad de Buenos Aires, Argentina",-34.577721,-58.4124897
USD 1.300,"Palermo Chico, Palermo",,3.0,86.0,Pagano al 2600,si,1839500.0,2138953488372090.0,departamentos-,54130262,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Pagano 2600,Palermo, Ciudad de Buenos Aires, Argentina",-34.5836427,-58.3999455
USD 1.500,"Palermo Chico, Palermo",$ 300.000 Expensas,2.0,86.0,Gutierrez  al 3700,si,2122500.0,2.46802325581395e+16,departamentos-,54106305,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Gutierrez 3700,Palermo, Ciudad de Buenos Aires, Argentina",-34.5805415,-58.414483
USD 6.500,"Palermo Chico, Palermo",,4.0,194.0,Av Figueroa Alcorta al 3000,si,9197500.0,4740979381443290.0,departamentos-,53771139,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Av Figueroa Alcorta 3000,Palermo, Ciudad de Buenos Aires, Argentina",-34.5809679,-58.3979889
USD 1.250,"Palermo Chico, Palermo",$ 170.000 Expensas,3.0,70.0,Ruggieri al 2900,si,1768750.0,2526785714285710.0,departamentos-,53873878,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Ruggieri 2900,Palermo, Ciudad de Buenos Aires, Argentina",-34.5809476,-58.4074085
700000,"Palermo Chico, Palermo",$ 70.000 Expensas,2.0,45.0,Ugarteche  al 3100,no,700000.0,1.55555555555555e+16,departamentos-,53015027,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Ugarteche 3100,Palermo, Ciudad de Buenos Aires, Argentina",-34.5804554,-58.4119939
USD 1.250,"Palermo Chico, Palermo",$ 170.000 Expensas,3.0,70.0,Ruggieri al 2900,si,1768750.0,2526785714285710.0,departamentos-,53873878,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Ruggieri 2900,Palermo, Ciudad de Buenos Aires, Argentina",-34.5809476,-58.4074085
700000,"Palermo Chico, Palermo",$ 70.000 Expensas,2.0,45.0,Ugarteche  al 3100,no,700000.0,1.55555555555555e+16,departamentos-,53015027,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Ugarteche 3100,Palermo, Ciudad de Buenos Aires, Argentina",-34.5804554,-58.4119939
USD 7.500,"Palermo Chico, Palermo",$ 1.500.000 Expensas,4.0,213.0,Figueroa Alcorta 3200,si,10612500.0,4982394366197180.0,departamentos-,54041446,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Figueroa Alcorta 3200,Palermo, Ciudad de Buenos Aires, Argentina",-34.5791246,-58.4014758
USD 11.000,"Palermo Chico, Palermo",$ 500.000 Expensas,4.0,404.0,Demaria Al  4500,si,15565000.0,3852722772277220.0,departamentos-,47000657,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Demaria Al 4500,Palermo, Ciudad de Buenos Aires, Argentina",-34.5739613,-58.4229205
USD 3.200,"Palermo Chico, Palermo",$ 510.000 Expensas,5.0,187.0,Departamento en Alquiler en Palermo Chico Castex  al 3500,si,4528000.0,2.42139037433155e+16,departamentos-,53872637,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Departamento en Alquiler en Palermo Chico Castex 3500,Palermo, Ciudad de Buenos Aires, Argentina",,
USD 5.000,"Palermo Chico, Palermo",$ 473.707 Expensas,5.0,370.0,Avenida Libertador y Cavia,si,7075000.0,1912162162162160.0,departamentos-,53678574,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Avenida Libertador y Cavia,Palermo, Ciudad de Buenos Aires, Argentina",,
USD 1.200,"Palermo Chico, Palermo",,3.0,79.0,Pereyra Lucena al 2500,si,1698000.0,2149367088607590.0,departamentos-,54008995,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Pereyra Lucena 2500,Palermo, Ciudad de Buenos Aires, Argentina",-34.5837684,-58.401138
USD 1.100,"Palermo Chico, Palermo",$ 240.000 Expensas,2.0,60.0,Castex  al 3400,si,1556500.0,2.59416666666666e+16,departamentos-,53578239,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Castex 3400,Palermo, Ciudad de Buenos Aires, Argentina",-34.5779552,-58.4059884
USD 3.200,"Palermo Chico, Palermo",$ 500.000 Expensas,4.0,160.0,Mariscal Castilla al 2800,si,4528000.0,28300.0,departamentos-,52677147,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Mariscal Castilla 2800,Palermo, Ciudad de Buenos Aires, Argentina",-34.5810137,-58.4013673
USD 7.500,"Palermo Chico, Palermo",$ 1.421.000 Expensas,4.0,206.0,Figueroa Alcorta 3500,si,10612500.0,5151699029126210.0,departamentos-,53933562,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Figueroa Alcorta 3500,Palermo, Ciudad de Buenos Aires, Argentina",-34.5767582,-58.4049216
USD 3.000,"Palermo Chico, Palermo",$ 444.362 Expensas,6.0,185.0,Castex al 3500,si,4245000.0,2.29459459459459e+16,departamentos-,53454573,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Castex 3500,Palermo, Ciudad de Buenos Aires, Argentina",-34.5773364,-58.4069987
USD 380,"Palermo Chico, Palermo",$ 40.000 Expensas,2.0,35.0,REPUBLICA DE LA INDIA 2900,si,537700.0,1.53628571428571e+16,departamentos-,53007063,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"REPUBLICA DE LA INDIA 2900,Palermo, Ciudad de Buenos Aires, Argentina",-34.5771344,-58.4140393
USD 2.800,"Palermo Chico, Palermo",$ 240.000 Expensas,3.0,195.0,Departamento en Alquiler en Palermo Chico  Juez Tedin al 3000,si,3962000.0,2031794871794870.0,departamentos-,52435945,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Departamento en Alquiler en Palermo Chico Juez Tedin 3000,Palermo, Ciudad de Buenos Aires, Argentina",,
USD 1.500,"Palermo Chico, Palermo",$ 235.000 Expensas,3.0,64.0,Ugarteche al 3200,si,2122500.0,331640625.0,departamentos-,53512541,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Ugarteche 3200,Palermo, Ciudad de Buenos Aires, Argentina",-34.5796054,-58.4114777
USD 1.400,"Palermo Chico, Palermo",$ 175.654 Expensas,3.0,67.0,Ruggieri Silvio L. al 2900,si,1981000.0,2956716417910440.0,departamentos-,54066398,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Ruggieri Silvio L. 2900,Palermo, Ciudad de Buenos Aires, Argentina",-34.5809476,-58.4074085
USD 1.800,"Palermo Chico, Palermo",$ 227.000 Expensas,3.0,95.0,Ruggieri al 2900,si,2547000.0,2.68105263157894e+16,departamentos-,53695585,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Ruggieri 2900,Palermo, Ciudad de Buenos Aires, Argentina",-34.5809476,-58.4074085
USD 900,"Palermo Chico, Palermo",$ 145.000 Expensas,2.0,88.0,Ruggieri al 3000,si,1273500.0,1447159090909090.0,departamentos-,53970043,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Ruggieri 3000,Palermo, Ciudad de Buenos Aires, Argentina",-34.580026658871276,-58.40699398633822
USD 800,"Palermo Chico, Palermo",$ 61.000 Expensas,2.0,48.0,Ruggieri al 2900,si,1132000.0,2.35833333333333e+16,departamentos-,52796548,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Ruggieri 2900,Palermo, Ciudad de Buenos Aires, Argentina",-34.5809476,-58.4074085
USD 7.500,"Palermo Chico, Palermo",$ 1.000.200 Expensas,6.0,305.0,AV Libertador al 2800,si,10612500.0,3479508196721310.0,departamentos-,53954655,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"AV Libertador 2800,Palermo, Ciudad de Buenos Aires, Argentina",-34.5781879,-58.4086948
USD 15.000,"Palermo Chico, Palermo",$ 2.000.000 Expensas,4.0,390.0,Martin Coronado 3333,si,21225000.0,5442307692307690.0,departamentos-,53882289,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Martin Coronado 3333,Palermo, Ciudad de Buenos Aires, Argentina",-34.57641086666666,-58.403158998989895
USD 5.500,"Palermo Chico, Palermo",$ 1.148.400 Expensas,4.0,310.0,Av. del Libertador  al 3500,si,7782500.0,2510483870967740.0,departamentos-,53395716,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Av. del Libertador 3500,Palermo, Ciudad de Buenos Aires, Argentina",-34.5623426,-58.4413038
430000,"Palermo Chico, Palermo",$ 80.000 Expensas,2.0,45.0,Salguero  al 3000,no,430000.0,9555555555555550.0,departamentos-,54135432,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Salguero 3000,Palermo, Ciudad de Buenos Aires, Argentina",-34.5778642,-58.4061786
USD 600,"Palermo Chico, Palermo",$ 120.000 Expensas,3.0,65.0,República Árabe Siria 2900,si,849000.0,1.30615384615384e+16,departamentos-,53997394,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"República Árabe Siria 2900,Palermo, Ciudad de Buenos Aires, Argentina",-34.5819746,-58.4144781
USD 3.500,"Palermo Chico, Palermo",$ 1.100.000 Expensas,5.0,282.0,Av Libertador 2700,si,4952500.0,1.75620567375886e+16,departamentos-,54119545,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Av Libertador 2700,Palermo, Ciudad de Buenos Aires, Argentina",-34.578517495959595,-58.40797005252525
USD 2.000,"Palermo Chico, Palermo",$ 290.000 Expensas,3.0,115.0,Av. Libertador al 3500,si,2830000.0,2.46086956521739e+16,departamentos-,49856384,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Av. Libertador 3500,Palermo, Ciudad de Buenos Aires, Argentina",-34.5623426,-58.4413038
USD 11.000,"Palermo Chico, Palermo",$ 1.990.000 Expensas,5.0,400.0,Demaría 4500,si,15565000.0,38912.5,departamentos-,52144345,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Demaría 4500,Palermo, Ciudad de Buenos Aires, Argentina",-34.5751459,-58.4204796
USD 3.500,"Palermo Chico, Palermo",$ 62.000 Expensas,4.0,156.0,Av. del Libertador al 3500,si,4952500.0,3174679487179480.0,departamentos-,48307272,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Av. del Libertador 3500,Palermo, Ciudad de Buenos Aires, Argentina",-34.5623426,-58.4413038
900000,"Palermo Chico, Palermo",$ 140.000 Expensas,2.0,50.0,"RUGGIERI, SILVIO L. 2900. Entre Cerviño y Av. libertador",no,900000.0,18000.0,departamentos-,54051402,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"RUGGIERI, SILVIO L. 2900. Entre Cerviño y Av. libertador,Palermo, Ciudad de Buenos Aires, Argentina",,
USD 2.800,"Palermo Chico, Palermo",$ 243.200 Expensas,,195.0,Juez Tedin al 3000,si,3962000.0,2031794871794870.0,departamentos-,52557751,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Juez Tedin 3000,Palermo, Ciudad de Buenos Aires, Argentina",-34.5770618,-58.4001156
1300000,"Palermo Chico, Palermo",$ 182.000 Expensas,4.0,94.0,Cabello al 3100,no,1300000.0,1.38297872340425e+16,departamentos-,53953139,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Cabello 3100,Palermo, Ciudad de Buenos Aires, Argentina",-34.5824747,-58.4054517
USD 8.500,"Palermo Chico, Palermo",$ 1.572.750 Expensas,8.0,256.0,Figueroa Alcorta 3051,si,12027500.0,46982421875.0,departamentos-,53571430,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Figueroa Alcorta 3051,Palermo, Ciudad de Buenos Aires, Argentina",-34.580011283673464,-58.39907312040816
USD 3.000,"Palermo Chico, Palermo",$ 135.000 Expensas,,160.0,Juan Francisco Segui al 3900,si,4245000.0,26531.25,departamentos-,52561473,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Juan Francisco Segui 3900,Palermo, Ciudad de Buenos Aires, Argentina",-34.577721,-58.4124897
USD 1.500,"Palermo Chico, Palermo",$ 215.000 Expensas,4.0,137.0,Segui al 3900,si,2122500.0,1.5492700729927e+16,departamentos-,53764769,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Segui 3900,Palermo, Ciudad de Buenos Aires, Argentina",-34.577721,-58.4124897
USD 1.300,"Palermo Chico, Palermo",,2.0,57.0,Beruti 3200,si,1839500.0,3.22719298245614e+16,departamentos-,51185361,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Beruti 3200,Palermo, Ciudad de Buenos Aires, Argentina",-34.5782402,-58.4234334
USD 3.000,"Palermo Chico, Palermo",$ 1 Expensas,4.0,100.0,Juncal 4600,si,4245000.0,42450.0,departamentos-,45295618,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Juncal 4600,Palermo, Ciudad de Buenos Aires, Argentina",-34.5769176,-58.4234787
USD 2.100,"Palermo Chico, Palermo",$ 300.000 Expensas,2.0,100.0,Beruti al 4600,si,2971500.0,29715.0,departamentos-,54125129,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Beruti 4600,Palermo, Ciudad de Buenos Aires, Argentina",-34.5778219,-58.4242983
USD 1.000,"Palermo Chico, Palermo",$ 195.000 Expensas,3.0,75.0,Paunero 2800,si,1415000.0,1.88666666666666e+16,departamentos-,54111986,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Paunero 2800,Palermo, Ciudad de Buenos Aires, Argentina",-34.5814241,-58.408801
USD 900,"Palermo Chico, Palermo",$ 189.000 Expensas,2.0,66.0,Bulnes 2700,si,1273500.0,1.92954545454545e+16,departamentos-,53978714,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Bulnes 2700,Palermo, Ciudad de Buenos Aires, Argentina",-34.5813077,-58.4063766
700000,"Palermo Chico, Palermo",$ 150.000 Expensas,1.0,45.0,Jeronimo Salguero al 2600,no,700000.0,1.55555555555555e+16,departamentos-,54108831,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Jeronimo Salguero 2600,Palermo, Ciudad de Buenos Aires, Argentina",-34.581125,-58.4099302
USD 1.800,"Palermo Chico, Palermo",$ 240.000 Expensas,4.0,138.0,Avenida Figueroa Alcorta 3044,si,2547000.0,1.84565217391304e+16,departamentos-,54054098,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Avenida Figueroa Alcorta 3044,Palermo, Ciudad de Buenos Aires, Argentina",-34.58045182857143,-58.3990563
USD 2.300,"Palermo Chico, Palermo",,3.0,98.0,Jeronimo Salguero  3000 7°,si,3254500.0,3.32091836734693e+16,departamentos-,52751652,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Jeronimo Salguero 3000 7°,Palermo, Ciudad de Buenos Aires, Argentina",-34.5941005,-58.4182853
USD 4.500,"Palermo Chico, Palermo",$ 500.000 Expensas,,300.0,Libertador 3100,si,6367500.0,21225.0,departamentos-,53146158,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Libertador 3100,Palermo, Ciudad de Buenos Aires, Argentina",-34.5768102,-58.4117612
USD 1.500,"Palermo Chico, Palermo",$ 176.000 Expensas,4.0,95.0,Las Heras 3745,si,2122500.0,2.23421052631578e+16,departamentos-,53929715,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Las Heras 3745,Palermo, Ciudad de Buenos Aires, Argentina",-34.581742246938774,-58.41170141020408
USD 2.500,"Palermo Chico, Palermo",$ 1 Expensas,3.0,86.0,Guemes  3300,si,3537500.0,4113372093023250.0,departamentos-,42068121,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Guemes 3300,Palermo, Ciudad de Buenos Aires, Argentina",-34.5797307,-58.4261823
USD 8.500,"Palermo Chico, Palermo",$ 780.000 Expensas,8.0,450.0,Cavia  al 3000,si,12027500.0,2.67277777777777e+16,departamentos-,54006945,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Cavia 3000,Palermo, Ciudad de Buenos Aires, Argentina",-34.5771542,-58.4071589
USD 5.000,"Palermo Chico, Palermo",$ 384.290 Expensas,4.0,170.0,Libertador al 3500,si,7075000.0,4161764705882350.0,departamentos-,53256875,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Libertador 3500,Palermo, Ciudad de Buenos Aires, Argentina",-34.5623426,-58.4413038
900000,"Palermo Chico, Palermo",$ 95.000 Expensas,2.0,56.0,Ruggeri  2900 19°,no,900000.0,1607142857142850.0,departamentos-,54149609,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Ruggeri 2900 19°,Palermo, Ciudad de Buenos Aires, Argentina",,
1250000,"Palermo Chico, Palermo",$ 260.000 Expensas,2.0,60.0,Castex 3475,no,1250000.0,2.08333333333333e+16,departamentos-,53831403,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Castex 3475,Palermo, Ciudad de Buenos Aires, Argentina",-34.57731456734694,-58.406694808163266
700000,"Palermo Chico, Palermo",$ 150.000 Expensas,1.0,45.0,Jeronimo Salguero al 2600,no,700000.0,1.55555555555555e+16,departamentos-,54108831,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Jeronimo Salguero 2600,Palermo, Ciudad de Buenos Aires, Argentina",-34.581125,-58.4099302
900000,"Palermo Chico, Palermo",$ 158.000 Expensas,3.0,85.0,Tagle 2500,no,900000.0,1.05882352941176e+16,departamentos-,53851845,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Tagle 2500,Palermo, Ciudad de Buenos Aires, Argentina",-34.5803028,-58.3978775
900000,"Palermo Chico, Palermo",$ 158.000 Expensas,3.0,85.0,Tagle 2500,no,900000.0,1.05882352941176e+16,departamentos-,53851845,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Tagle 2500,Palermo, Ciudad de Buenos Aires, Argentina",-34.5803028,-58.3978775
USD 1.000,"Palermo Chico, Palermo",$ 195.000 Expensas,3.0,75.0,Paunero 2800,si,1415000.0,1.88666666666666e+16,departamentos-,54111986,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Paunero 2800,Palermo, Ciudad de Buenos Aires, Argentina",-34.5814241,-58.408801
USD 2.200,"Palermo Chico, Palermo",$ 400.000 Expensas,4.0,140.0,Av. Figueroa Alcorta 3075 Piso 3,si,3113000.0,2.22357142857142e+16,departamentos-,54123831,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Av. Figueroa Alcorta 3075 Piso 3,Palermo, Ciudad de Buenos Aires, Argentina",,
USD 2.100,"Palermo Chico, Palermo",$ 300.000 Expensas,2.0,100.0,Beruti al 4600,si,2971500.0,29715.0,departamentos-,54125129,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Beruti 4600,Palermo, Ciudad de Buenos Aires, Argentina",-34.5778219,-58.4242983
USD 3.000,"Palermo Chico, Palermo",$ 490.000 Expensas,4.0,216.0,Gelly 3619,si,4245000.0,1.96527777777777e+16,departamentos-,54042554,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Gelly 3619,Palermo, Ciudad de Buenos Aires, Argentina",-34.57542978163265,-58.40714236326531
