Precio,Barrios,Expensas,Ambientes,MetrosCuadrados,Direccion,Dolarizado,PrecioPesos,PrecioM2Pesos,ID,Latitud,Longitud
$ 450.000,"Caballito, Capital Federal",$ 60.800 Expensas,3.0,62.0,"Av. Rivadavia al 5200,Caballito, Capital Federal, Buenos Aires, Argentina",no,450000.0,7258.064516129032,53224996,-34.6254207,-58.4535123
USD 800,"Recoleta, Capital Federal",$ 135.000 Expensas,2.0,66.0,"Marcelo T. de Alvear  al 500,Recoleta, Capital Federal, Buenos Aires, Argentina",si,776000.0,11757.575757575758,53091725,-34.5972134,-58.3918196
USD 980,"Belgrano, Capital Federal",,3.0,75.0,"Av. Cramer  al 2500,Belgrano, Capital Federal, Buenos Aires, Argentina",si,950600.0,12674.666666666666,53428730,-34.558119,-58.4669826
USD 7.000,"Belgrano, Capital Federal",,7.0,750.0,"Virrey Loreto 2000. Entre 3 de febrero,Belgrano, Capital Federal, Buenos Aires, Argentina",si,6790000.0,9053.333333333334,53470614,,
$ 500.000,"Las Cañitas, Palermo",$ 43.050 Expensas,3.0,55.0,"Av Chenaut al 1700 Piso 10º,Las Cañitas, Palermo, Buenos Aires, Argentina",no,500000.0,9090.90909090909,52890005,,
$ 700.000,"Saavedra, Capital Federal",$ 40.000 Expensas,3.0,61.0,"Larralde  al 4100,Saavedra, Capital Federal, Buenos Aires, Argentina",no,700000.0,11475.409836065572,53484763,-34.569414,-58.508654
$ 350.000,"Boedo, Capital Federal",$ 29.500 Expensas,1.0,44.0,"24 DE NOVIEMBRE 1375. Entre Cochabamba y Constitucion,Boedo, Capital Federal, Buenos Aires, Argentina",no,350000.0,7954.545454545455,52721443,,
USD 1.300,"Palermo Hollywood, Palermo",$ 107.300 Expensas,2.0,45.0,"Amenabar 50,Palermo Hollywood, Palermo, Buenos Aires, Argentina",si,1261000.0,28022.222222222223,53208973,-34.57721432653061,-58.4393463877551
USD 2.200,"Palermo Hollywood, Palermo",$ 294.000 Expensas,4.0,100.0,"Humboldt  2000,Palermo Hollywood, Palermo, Buenos Aires, Argentina",si,2134000.0,21340.0,53094134,-34.582421,-58.432747
USD 9.000,"Palermo, Capital Federal",$ 600.000 Expensas,4.0,400.0,"Demaría 4500,Palermo, Capital Federal, Buenos Aires, Argentina",si,8730000.0,21825.0,52052720,-34.5751459,-58.4204796
USD 2.100,"Palermo, Capital Federal",$ 252.000 Expensas,2.0,94.0,"Beruti al 4600,Palermo, Capital Federal, Buenos Aires, Argentina",si,2037000.0,21670.212765957447,53432070,-34.5770911,-58.4253155
USD 22.460,"Puerto Madero, Capital Federal",$ 280.000 Expensas,6.0,471.0,"Azucena Villaflor 500,Puerto Madero, Capital Federal, Buenos Aires, Argentina",si,21786200.0,46255.2016985138,52880170,-34.6115125,-58.3620362
Consultar precio,"Recoleta, Capital Federal",$ 285.000 Expensas,8.0,372.0,"Juncal al 700,Recoleta, Capital Federal, Buenos Aires, Argentina",sin dato,1.0,0.0026881720430107,53472773,-34.5928429,-58.3875543
USD 4.500,"Retiro, Capital Federal",,5.0,279.0,"Libetador al 300,Retiro, Capital Federal, Buenos Aires, Argentina",si,4365000.0,15645.16129032258,53314882,,
USD 650,"Retiro, Capital Federal",$ 74.829 Expensas,2.0,55.0,"Arroyo al 800,Retiro, Capital Federal, Buenos Aires, Argentina",si,630500.0,11463.636363636364,53501776,,
$ 400.000,"Colegiales, Capital Federal",$ 71.000 Expensas,1.0,35.0,"Moldes  al 600,Colegiales, Capital Federal, Buenos Aires, Argentina",no,400000.0,11428.57142857143,53487600,-34.572714,-58.4468808
$ 500.000,"Villa Urquiza, Capital Federal",$ 26.000 Expensas,2.0,54.0,"Tamborini al 4300,Villa Urquiza, Capital Federal, Buenos Aires, Argentina",no,500000.0,9259.25925925926,53515246,-34.5727925,-58.5041855
USD 1.200,"Recoleta, Capital Federal",$ 128.000 Expensas,3.0,115.0,"Montevideo al 1700,Recoleta, Capital Federal, Buenos Aires, Argentina",si,1164000.0,10121.739130434782,53294318,-34.5878285,-58.3840144
USD 4.500,"Puerto Madero, Capital Federal",$ 400.000 Expensas,3.0,196.0,"El Faro - 3 Ambientes + Dependencia - 196 m²  - 2 Cocheras,Puerto Madero, Capital Federal, Buenos Aires, Argentina",si,4365000.0,22270.408163265307,53212096,,
USD 3.500,"Botánico, Palermo",,5.0,330.0,"Av General Las Heras  al 3800,Botánico, Palermo, Buenos Aires, Argentina",si,3395000.0,10287.878787878788,52910118,-34.5834213,-58.4063194
$ 390.000,"Colegiales, Capital Federal",$ 60.000 Expensas,2.0,50.0,"Santos Dumont 3500,Colegiales, Capital Federal, Buenos Aires, Argentina",no,390000.0,7800.0,53221849,-34.5806358,-58.4464217
USD 900,"Palermo Hollywood, Palermo",$ 112.900 Expensas,1.0,45.0,"Amenábar 50,Palermo Hollywood, Palermo, Buenos Aires, Argentina",si,873000.0,19400.0,53176833,-34.57721432653061,-58.4393463877551
USD 1.300,"Recoleta, Capital Federal",$ 180.000 Expensas,3.0,120.0,"Av. Alvear al 1700,Recoleta, Capital Federal, Buenos Aires, Argentina",si,1261000.0,10508.333333333334,51989830,-34.5852654,-58.390627
$ 750.000,"Palermo, Capital Federal",$ 102.000 Expensas,2.0,62.0,"Charcas 3300,Palermo, Capital Federal, Buenos Aires, Argentina",no,750000.0,12096.774193548386,53477842,-34.5785809,-58.4299365
USD 800,"Retiro, Capital Federal",,1.0,48.0,"Distrito Quartier.,Retiro, Capital Federal, Buenos Aires, Argentina",si,776000.0,16166.666666666666,53022444,-34.58273295,-58.37250051929824
$ 595.000,"Almagro, Capital Federal",$ 56.000 Expensas,2.0,43.0,"PRINGLES 635. Entre Sarmiento y Bogado,Almagro, Capital Federal, Buenos Aires, Argentina",no,595000.0,13837.209302325582,52907640,,
USD 7.000,"Puerto Madero, Capital Federal",$ 125.000 Expensas,4.0,206.0,"Azucena Villaflor 500,Puerto Madero, Capital Federal, Buenos Aires, Argentina",si,6790000.0,32961.16504854369,52880051,-34.6115125,-58.3620362
USD 750,"Belgrano, Capital Federal",$ 187 Expensas,2.0,49.0,"V.  del Pino 2468 11°,Belgrano, Capital Federal, Buenos Aires, Argentina",si,727500.0,14846.938775510203,53515274,,
USD 3.800,"Palermo, Capital Federal",$ 550.000 Expensas,7.0,280.0,"Av. Figueroa Alcorta al 3400,Palermo, Capital Federal, Buenos Aires, Argentina",si,3686000.0,13164.285714285714,52400831,-34.5571683,-58.4299887
$ 350.000,"Retiro, Capital Federal",$ 38.000 Expensas,2.0,30.0,"Juncal  al 600,Retiro, Capital Federal, Buenos Aires, Argentina",no,350000.0,11666.666666666666,53190780,-34.5928799,-58.3758432
USD 7.200,"Palermo, Capital Federal",$ 900.000 Expensas,6.0,400.0,"Demaría 4500,Palermo, Capital Federal, Buenos Aires, Argentina",si,6984000.0,17460.0,51657175,-34.5751459,-58.4204796
$ 360.000,"Almagro, Capital Federal",$ 25.000 Expensas,1.0,32.0,"México 3700,Almagro, Capital Federal, Buenos Aires, Argentina",no,360000.0,11250.0,53284185,-34.6199597,-58.4180534
USD 1.200,"Palermo, Capital Federal",,3.0,78.0,"Teodoro García  1700,Palermo, Capital Federal, Buenos Aires, Argentina",si,1164000.0,14923.076923076924,53337450,-34.5630034,-58.439715
$ 500.000,"Caballito, Capital Federal",$ 75.000 Expensas,3.0,70.0,"AV RIVADAVIA 6100,Caballito, Capital Federal, Buenos Aires, Argentina",no,500000.0,7142.857142857143,53339811,-34.6249239,-58.4518363
USD 1.100,"Recoleta, Capital Federal",$ 204.374 Expensas,5.0,124.0,"Talcahuano 900,Recoleta, Capital Federal, Buenos Aires, Argentina",si,1067000.0,8604.838709677419,53392024,,
$ 280.000,"Congreso, Capital Federal",$ 34.150 Expensas,2.0,45.0,"Adolfo Alsina al 1700,Congreso, Capital Federal, Buenos Aires, Argentina",no,280000.0,6222.222222222223,53498379,,
$ 380.000,"Palermo, Capital Federal",$ 26.000 Expensas,2.0,40.0,"Godoy Cruz al 2900,Palermo, Capital Federal, Buenos Aires, Argentina",no,380000.0,9500.0,53451665,-34.5889109,-58.4361585
USD 1.350,"Belgrano, Capital Federal",,2.0,50.0,"Sucre al 1500,Belgrano, Capital Federal, Buenos Aires, Argentina",si,1309500.0,26190.0,53334845,-34.5526078,-58.4360657
USD 2.500,"Palermo Hollywood, Palermo",$ 250.000 Expensas,4.0,120.0,"Santa Fe al 5000,Palermo Hollywood, Palermo, Buenos Aires, Argentina",si,2425000.0,20208.33333333333,53447255,,
USD 4.500,"Belgrano, Capital Federal",$ 1.057.000 Expensas,5.0,279.0,"Arribeños  al 1400,Belgrano, Capital Federal, Buenos Aires, Argentina",si,4365000.0,15645.16129032258,53455401,-34.5534843,-58.4540086
$ 600.000,"Núñez, Capital Federal",$ 140.000 Expensas,2.0,56.0,"Pico 2300,Núñez, Capital Federal, Buenos Aires, Argentina",no,600000.0,10714.285714285714,53485425,-34.5401407,-58.4729625
USD 12.320,"Puerto Madero, Capital Federal",$ 148.000 Expensas,4.0,249.0,"Azucena Villaflor 500,Puerto Madero, Capital Federal, Buenos Aires, Argentina",si,11950400.0,47993.57429718875,52880058,-34.6115125,-58.3620362
USD 1.000,"Recoleta, Capital Federal",$ 180.000 Expensas,4.0,107.0,"Guemes al 2900,Recoleta, Capital Federal, Buenos Aires, Argentina",si,970000.0,9065.420560747663,53420927,-34.5912664,-58.4097681
USD 1.500,"Palermo Chico, Palermo",$ 67.000 Expensas,3.0,80.0,"Departamento en Alquiler  en Palermo Chico - Pagano 2600,Palermo Chico, Palermo, Buenos Aires, Argentina",si,1455000.0,18187.5,53465892,,
USD 3.500,"Retiro, Capital Federal",$ 10 Expensas,5.0,270.0,"Av. del Libertador 300,Retiro, Capital Federal, Buenos Aires, Argentina",si,3395000.0,12574.074074074077,50159682,-34.5913698,-58.3778857
USD 2.500,"Puerto Madero, Capital Federal",,4.0,138.0,"Rio Plaza - Aimé Painé 1300,Puerto Madero, Capital Federal, Buenos Aires, Argentina",si,2425000.0,17572.463768115944,53355633,-34.61284895,-58.361689036958
$ 385.000,"Barrio Norte, Capital Federal",$ 44.000 Expensas,2.0,42.0,"Jose A. Cabrera 3000. Entre Aguero y Laprida,Barrio Norte, Capital Federal, Buenos Aires, Argentina",no,385000.0,9166.666666666666,53334921,,
USD 550,"Belgrano, Capital Federal",$ 60.000 Expensas,1.0,32.0,"Migueletes Entre Matienzo, Benjamin y SAN Benito DE Palermo,Belgrano, Capital Federal, Buenos Aires, Argentina",si,533500.0,16671.875,53485648,,
USD 550,"Barrio Norte, Capital Federal",$ 94.000 Expensas,2.0,45.0,"Billinghurst 2416,3c,Barrio Norte, Capital Federal, Buenos Aires, Argentina",si,533500.0,11855.555555555557,53056606,,
$ 1.850.000,"Recoleta, Capital Federal",$ 88.000 Expensas,4.0,167.0,"Junin  1500 8°,Recoleta, Capital Federal, Buenos Aires, Argentina",no,1850000.0,11077.844311377246,52865514,-34.5918056,-58.3960064
$ 250.000,"Villa Devoto, Capital Federal",$ 50.000 Expensas,2.0,38.0,"Llavallol al 4400,Villa Devoto, Capital Federal, Buenos Aires, Argentina",no,250000.0,6578.9473684210525,53133075,-34.5831899,-58.5153218
$ 300.000,"Balvanera, Capital Federal",,1.0,40.0,"Bartolomé Mitre 2200,Balvanera, Capital Federal, Buenos Aires, Argentina",no,300000.0,7500.0,53267459,-34.6084169,-58.3976309
$ 2.500.000,"Recoleta, Capital Federal",$ 197.000 Expensas,3.0,243.0,"Guido  al 1900,Recoleta, Capital Federal, Buenos Aires, Argentina",no,2500000.0,10288.0658436214,52562005,-34.5908129,-58.3889268
$ 510.000,"Caballito, Capital Federal",$ 32.000 Expensas,2.0,51.0,"Av. Díaz Velez  al 5300,Caballito, Capital Federal, Buenos Aires, Argentina",no,510000.0,10000.0,53282178,-34.6077622,-58.4454289
USD 700,"Recoleta, Capital Federal",$ 110.000 Expensas,3.0,60.0,"AYACUCHO 1300,Recoleta, Capital Federal, Buenos Aires, Argentina",si,679000.0,11316.666666666666,52492613,-34.5934948,-58.3957544
USD 4.000,"Palermo, Capital Federal",$ 270.000 Expensas,4.0,203.0,"Av. Las Heras al 3000,Palermo, Capital Federal, Buenos Aires, Argentina",si,3880000.0,19113.30049261084,53488726,-34.5813567,-58.4199694
USD 650,"Retiro, Capital Federal",$ 163.000 Expensas,1.0,56.0,"Av Santa Fe 750,Retiro, Capital Federal, Buenos Aires, Argentina",si,630500.0,11258.92857142857,53278782,-34.5960749,-58.3773095
USD 2.600,"Belgrano, Capital Federal",$ 500.000 Expensas,4.0,134.0,"Arribenos al 1500,Belgrano, Capital Federal, Buenos Aires, Argentina",si,2522000.0,18820.89552238806,53452723,-34.5629258,-58.4462158
USD 3.000,"Puerto Madero, Capital Federal",$ 307.000 Expensas,4.0,154.0,"Olga Cosettini 1300,Puerto Madero, Capital Federal, Buenos Aires, Argentina",si,2910000.0,18896.103896103898,45292981,,
$ 330.000,"Caballito, Capital Federal",$ 36.000 Expensas,1.0,42.0,"Beauchef al 800,Caballito, Capital Federal, Buenos Aires, Argentina",no,330000.0,7857.142857142857,53512152,-34.6186702,-58.4346606
USD 700,"Belgrano, Capital Federal",$ 30.000 Expensas,1.0,36.0,"Monroe al 2400,Belgrano, Capital Federal, Buenos Aires, Argentina",si,679000.0,18861.11111111111,53490672,-34.5667132,-58.4734374
USD 1.700,"Palermo, Capital Federal",,3.0,88.0,"Republica Arabe Siria al 3200,Palermo, Capital Federal, Buenos Aires, Argentina",si,1649000.0,18738.636363636364,53227074,-34.5779655,-58.4117318
USD 350,"Constitución, Capital Federal",,1.0,40.0,"Saenz Peña  al 1000,Constitución, Capital Federal, Buenos Aires, Argentina",si,339500.0,8487.5,53174068,-34.6182972,-58.3874468
USD 2.200,"Palermo, Capital Federal",$ 218.552 Expensas,5.0,145.0,"Castex al 3500,Palermo, Capital Federal, Buenos Aires, Argentina",si,2134000.0,14717.241379310344,53295422,-34.5761787,-58.4075027
USD 750,"Recoleta, Capital Federal",$ 99.970 Expensas,3.0,57.0,"Austria al 2200,Recoleta, Capital Federal, Buenos Aires, Argentina",si,727500.0,12763.157894736842,53336043,-34.5872517,-58.4029779
USD 700,"Belgrano, Capital Federal",$ 61.000 Expensas,4.0,64.0,"Jose Hernandez    al 1900,Belgrano, Capital Federal, Buenos Aires, Argentina",si,679000.0,10609.375,53203746,-34.5596012,-58.4429778
USD 1.250,"Caballito, Capital Federal",$ 140.000 Expensas,4.0,145.0,"Hualfin 800,Caballito, Capital Federal, Buenos Aires, Argentina",si,1212500.0,8362.068965517241,53389217,-34.623794,-58.4392187
USD 4.000,"Palermo, Capital Federal",$ 500.000 Expensas,4.0,270.0,"Villanueva al 1300,Palermo, Capital Federal, Buenos Aires, Argentina",si,3880000.0,14370.37037037037,53220662,-34.5642315,-58.4436592
USD 500,"Distrito Quartier, Retiro",$ 48.840 Expensas,1.0,47.0,"Distrito Quartier Comodoro Pedro Zanni al 300,Distrito Quartier, Retiro, Buenos Aires, Argentina",si,485000.0,10319.148936170212,52759951,,
USD 4.750,"Núñez, Capital Federal",,5.0,450.0,"Arribeños al 2900,Núñez, Capital Federal, Buenos Aires, Argentina",si,4607500.0,10238.888888888889,53190740,-34.5474515,-58.4587688
$ 700.000,"Palermo, Capital Federal",$ 140.000 Expensas,3.0,107.0,"Bilingursth 1700. Entre Av santa fe y Guemes,Palermo, Capital Federal, Buenos Aires, Argentina",no,700000.0,6542.056074766355,53343043,,
$ 400.000,"Belgrano, Capital Federal",$ 58.000 Expensas,1.0,40.0,"Monroe al 3600,Belgrano, Capital Federal, Buenos Aires, Argentina",no,400000.0,10000.0,53339612,-34.5478954,-58.4424519
USD 900,"Palermo Hollywood, Palermo",,2.0,55.0,"Gorriti al 6000,Palermo Hollywood, Palermo, Buenos Aires, Argentina",si,873000.0,15872.727272727272,53510584,-34.5817882,-58.4413885
$ 250.000,"Colegiales, Capital Federal",$ 27.000 Expensas,1.0,26.0,"Av. A. Thomas al 1200  y Av. Elcano,Colegiales, Capital Federal, Buenos Aires, Argentina",no,250000.0,9615.384615384615,53389275,,
USD 2.500,"Puerto Madero, Capital Federal",$ 260.000 Expensas,3.0,128.0,"Juana Manso 100,Puerto Madero, Capital Federal, Buenos Aires, Argentina",si,2425000.0,18945.3125,47892201,-34.5988407,-58.3639123
$ 220.000,"Barrio Norte, Capital Federal",$ 45.000 Expensas,1.0,30.0,"PARANA 1000,Barrio Norte, Capital Federal, Buenos Aires, Argentina",no,220000.0,7333.333333333333,53402803,,
$ 2.200.000,"Palermo, Capital Federal",$ 300.000 Expensas,3.0,160.0,"Avenida  del Libertador 3552,Palermo, Capital Federal, Buenos Aires, Argentina",no,2200000.0,13750.0,53431599,-34.573510902040816,-58.418767381632655
USD 800,"Palermo Hollywood, Palermo",$ 81.500 Expensas,1.0,39.0,"Amenabar 50,Palermo Hollywood, Palermo, Buenos Aires, Argentina",si,776000.0,19897.4358974359,53264022,-34.57721432653061,-58.4393463877551
$ 500.000,"Almagro, Capital Federal",$ 49.000 Expensas,3.0,56.0,"Cangallo 100,Almagro, Capital Federal, Buenos Aires, Argentina",no,500000.0,8928.57142857143,53402655,,
USD 7.500,"Palermo, Capital Federal",$ 10 Expensas,4.0,218.0,"Juan Francisco Seguí 4400,Palermo, Capital Federal, Buenos Aires, Argentina",si,7275000.0,33371.55963302752,50134370,-34.5728735,-58.4230381
USD 1.700,"Recoleta, Capital Federal",,3.0,111.0,"Alley Recoleta - 3 Ambientes - 111.67 m²,Recoleta, Capital Federal, Buenos Aires, Argentina",si,1649000.0,14855.855855855856,53122012,,
$ 1.500.000,"Palermo Chico, Palermo",$ 136.800 Expensas,4.0,94.0,"Cabello al 3100,Palermo Chico, Palermo, Buenos Aires, Argentina",no,1500000.0,15957.446808510638,53483437,-34.5816794,-58.4076846
USD 1.150,"Recoleta, Capital Federal",$ 83.330 Expensas,3.0,100.0,"Montevideo al 1100,Recoleta, Capital Federal, Buenos Aires, Argentina",si,1115500.0,11155.0,52793109,-34.5984722,-58.3897252
USD 1.000,"Las Cañitas, Palermo",$ 180.000 Expensas,2.0,69.0,"Arce al 500,Las Cañitas, Palermo, Buenos Aires, Argentina",si,970000.0,14057.971014492754,53459046,-34.5711821,-58.4304363
$ 575.000,"Caballito, Capital Federal",$ 65.100 Expensas,2.0,41.0,"Doblas al 900,Caballito, Capital Federal, Buenos Aires, Argentina",no,575000.0,14024.39024390244,53321962,-34.62468,-58.4302543
$ 350.000,"Coghlan, Capital Federal",$ 45.000 Expensas,2.0,47.0,"Av. Ricardo Balbin al 2800,Coghlan, Capital Federal, Buenos Aires, Argentina",no,350000.0,7446.808510638298,53457214,-34.5568458,-58.4790618
$ 400.000,"Flores, Capital Federal",$ 46.000 Expensas,2.0,45.0,"Av. Gaona 2300. Entre Manuel r trelles y Donato alvarez,Flores, Capital Federal, Buenos Aires, Argentina",no,400000.0,8888.888888888889,53316171,,
$ 350.000,"Floresta, Capital Federal",$ 27.000 Expensas,2.0,40.0,"Av. Segurola 400. Entre Dr. juan f. aranguren y Av. avellaneda,Floresta, Capital Federal, Buenos Aires, Argentina",no,350000.0,8750.0,52910982,,
USD 2.000,"Puerto Madero, Capital Federal",,2.0,60.0,"Juana Manso  al 1500,Puerto Madero, Capital Federal, Buenos Aires, Argentina",si,1940000.0,32333.33333333333,53055247,-34.6176795,-58.3614813
$ 300.000,"Almagro Norte, Almagro",$ 25.000 Expensas,2.0,37.0,"Bulnes 500,Almagro Norte, Almagro, Buenos Aires, Argentina",no,300000.0,8108.108108108108,47205008,,
$ 650.000,"Almagro, Capital Federal",$ 89.000 Expensas,3.0,72.0,"Panamá al 900 y Corrientes,Almagro, Capital Federal, Buenos Aires, Argentina",no,650000.0,9027.777777777776,53442597,,
$ 700.000,"Palermo, Capital Federal",$ 160.000 Expensas,2.0,60.0,"Avenida Cabildo al 100,Palermo, Capital Federal, Buenos Aires, Argentina",no,700000.0,11666.666666666666,53013818,-34.5745309,-58.4360903
$ 490.000,"Belgrano, Capital Federal",$ 55.500 Expensas,2.0,49.0,"Ciudad de la Paz  al 3000,Belgrano, Capital Federal, Buenos Aires, Argentina",no,490000.0,10000.0,53068940,-34.5566677,-58.4627724
USD 1.200,"Belgrano, Capital Federal",,3.0,70.0,"Virrey del Pino al 2100,Belgrano, Capital Federal, Buenos Aires, Argentina",si,1164000.0,16628.571428571428,53447491,-34.5607982,-58.4425592
$ 550.000,"Belgrano, Capital Federal",$ 51.000 Expensas,3.0,60.0,"Vuelta de Obligado 1700,Belgrano, Capital Federal, Buenos Aires, Argentina",no,550000.0,9166.666666666666,53408122,-34.5567543,-58.4597347
USD 2.900,"Palermo, Capital Federal",,4.0,162.0,"Cavia  al 3000,Palermo, Capital Federal, Buenos Aires, Argentina",si,2813000.0,17364.197530864196,53255580,-34.5754932,-58.4055399
USD 2.500,"Belgrano R, Belgrano",$ 449.016 Expensas,5.0,300.0,"Boulevard Los Incas  3800 1°,Belgrano R, Belgrano, Buenos Aires, Argentina",si,2425000.0,8083.333333333333,53096387,,
$ 800.000,"Caballito, Capital Federal",$ 1 Expensas,3.0,75.0,"Pumacahua al 300,Caballito, Capital Federal, Buenos Aires, Argentina",no,800000.0,10666.666666666666,53489228,,
USD 1.500,"Las Cañitas, Palermo",$ 180.000 Expensas,4.0,120.0,"TEODORO GARCIA 1900,Las Cañitas, Palermo, Buenos Aires, Argentina",si,1455000.0,12125.0,53446674,,
USD 1.200,"Palermo Hollywood, Palermo",,1.0,70.0,"Concepcion Arenal al 2900,Palermo Hollywood, Palermo, Buenos Aires, Argentina",si,1164000.0,16628.571428571428,53261458,-34.577792,-58.4408834
$ 400.000,"Saavedra, Capital Federal",$ 45.000 Expensas,2.0,45.0,"Zapiola  3500 PB,Saavedra, Capital Federal, Buenos Aires, Argentina",no,400000.0,8888.888888888889,53090237,,
$ 350.000,"Parque Chacabuco, Capital Federal",$ 25.000 Expensas,2.0,48.0,"Avenida Asamblea 600,Parque Chacabuco, Capital Federal, Buenos Aires, Argentina",no,350000.0,7291.666666666667,53379534,-34.634402,-58.433983
$ 380.000,"Colegiales, Capital Federal",$ 35.000 Expensas,2.0,40.0,"Virrey Olaguer y Feliú 3300,Colegiales, Capital Federal, Buenos Aires, Argentina",no,380000.0,9500.0,53340582,-34.5747832,-58.4580569
$ 400.000,"Belgrano, Capital Federal",$ 41.000 Expensas,3.0,48.0,"Moldes al 1300,Belgrano, Capital Federal, Buenos Aires, Argentina",no,400000.0,8333.333333333334,53271791,-34.5568681,-58.4652688
USD 1.150,"Palermo, Capital Federal",,2.0,45.0,"Av. Santa Fe  al 5300,Palermo, Capital Federal, Buenos Aires, Argentina",si,1115500.0,24788.88888888889,53475747,-34.574913,-58.43534
$ 650.000,"Recoleta, Capital Federal",$ 82.350 Expensas,2.0,70.0,"Juncal  al 2000,Recoleta, Capital Federal, Buenos Aires, Argentina",no,650000.0,9285.714285714286,41310128,-34.5879899,-58.4064531
$ 500.000,"Barrio Norte, Capital Federal",$ 50.000 Expensas,3.0,50.0,"Av. Santa Fe y Pueyrredon,Barrio Norte, Capital Federal, Buenos Aires, Argentina",no,500000.0,10000.0,53113549,,
USD 2.600,"Recoleta, Capital Federal",$ 300.000 Expensas,7.0,257.0,"Galileo al 2400,Recoleta, Capital Federal, Buenos Aires, Argentina",si,2522000.0,9813.229571984435,52583020,-34.585618,-58.3987594
USD 4.500,"Belgrano, Capital Federal",$ 280.000 Expensas,4.0,317.0,"Avenida del Libertador al 4900,Belgrano, Capital Federal, Buenos Aires, Argentina",si,4365000.0,13769.716088328076,53178888,-34.549273,-58.4541725
USD 700,"Belgrano, Capital Federal",$ 93.806 Expensas,2.0,42.0,"La Pampa al 2100,Belgrano, Capital Federal, Buenos Aires, Argentina",si,679000.0,16166.666666666666,50634606,-34.5536749,-58.4353102
USD 1.300,"Palermo Hollywood, Palermo",$ 180.000 Expensas,2.0,60.0,"Torre Quartier Boulevard,Palermo Hollywood, Palermo, Buenos Aires, Argentina",si,1261000.0,21016.666666666668,53482356,,
USD 450,"Balvanera, Capital Federal",$ 18.000 Expensas,2.0,50.0,"Riobamba al 100,Balvanera, Capital Federal, Buenos Aires, Argentina",si,436500.0,8730.0,53245976,-34.6067701,-58.3935841
$ 320.000,"Chacarita, Capital Federal",$ 40.000 Expensas,1.0,32.0,"Jorge Newbery  al 4000,Chacarita, Capital Federal, Buenos Aires, Argentina",no,320000.0,10000.0,53218966,-34.5815741,-58.4484876
USD 600,"Palermo, Capital Federal",$ 30.400 Expensas,1.0,40.0,"Santa Fe 3800,Palermo, Capital Federal, Buenos Aires, Argentina",si,582000.0,14550.0,53089101,,
$ 460.000,"Caballito, Capital Federal",$ 25.800 Expensas,2.0,51.0,"Av. Díaz Velez  al 5300,Caballito, Capital Federal, Buenos Aires, Argentina",no,460000.0,9019.607843137255,53290396,-34.6077622,-58.4454289
$ 400.000,"Caballito, Capital Federal",$ 113.000 Expensas,2.0,58.0,"YATAY 120. Entre Querandies y Lezica,Caballito, Capital Federal, Buenos Aires, Argentina",no,400000.0,6896.551724137931,53456675,,
USD 3.800,"Recoleta, Capital Federal",$ 450.000 Expensas,4.0,195.0,"Libertador 1700,Recoleta, Capital Federal, Buenos Aires, Argentina",si,3686000.0,18902.5641025641,52800668,-34.5832783,-58.3972535
USD 9.000,"Palermo, Capital Federal",$ 600.000 Expensas,4.0,400.0,"Demaría 4500,Palermo, Capital Federal, Buenos Aires, Argentina",si,8730000.0,21825.0,52052720,-34.5751459,-58.4204796
$ 310.000,"Almagro, Capital Federal",$ 35.000 Expensas,2.0,58.0,"Diaz Velez al 3700,Almagro, Capital Federal, Buenos Aires, Argentina",no,310000.0,5344.827586206897,53493391,-34.6087411,-58.4301684
USD 5.000,"Puerto Madero, Capital Federal",,4.0,230.0,"El Faro - 4 Ambientes - 230  m2 - Azucena Villaflor  600,Puerto Madero, Capital Federal, Buenos Aires, Argentina",si,4850000.0,21086.95652173913,53471841,,
USD 1.650,"Puerto Madero, Capital Federal",$ 96.000 Expensas,2.0,70.0,"Lola Mora ,Puerto Madero, Capital Federal, Buenos Aires, Argentina",si,1600500.0,22864.285714285717,51596229,-34.6191199,-58.361331
USD 480,"Saavedra, Capital Federal",$ 57.500 Expensas,3.0,63.0,"Alquiler SIN Muebles -dor Cochera -saavedra,Saavedra, Capital Federal, Buenos Aires, Argentina",si,465600.0,7390.476190476191,53161111,,
USD 2.000,"Las Cañitas, Palermo",,4.0,181.0,"Jorge Newbery 1675 - Caba.,Las Cañitas, Palermo, Buenos Aires, Argentina",si,1940000.0,10718.232044198896,53332446,-34.56704695918368,-58.43469620816327
USD 11.500,"Belgrano, Capital Federal",$ 200.000 Expensas,5.0,750.0,"Forum Alcorta - Ramsay al 2000,Belgrano, Capital Federal, Buenos Aires, Argentina",si,11155000.0,14873.333333333334,53455719,,
$ 550.000,"Palermo, Capital Federal",$ 110.000 Expensas,2.0,46.0,"Republica Arabe Siria  3200 PB,Palermo, Capital Federal, Buenos Aires, Argentina",no,550000.0,11956.521739130434,53491763,,
USD 15.000,"Puerto Madero, Capital Federal",$ 300.000 Expensas,6.0,425.0,"Azucena Villaflor al 500 - Alvear Tower,Puerto Madero, Capital Federal, Buenos Aires, Argentina",si,14550000.0,34235.294117647056,53111987,,
$ 650.000,"Recoleta, Capital Federal",$ 131.000 Expensas,4.0,91.0,"Guido al 1800,Recoleta, Capital Federal, Buenos Aires, Argentina",no,650000.0,7142.857142857143,53256072,-34.5853045,-58.3963959
