Precio,Barrios,Expensas,Ambientes,MetrosCuadrados,Direccion,Dolarizado,PrecioPesos,PrecioM2Pesos,ID,Latitud,Longitud
$ 420.000,"Villa Ortuzar, Capital Federal",,2.0,50.0,"Donado 808,Villa Ortuzar, Capital Federal, Buenos Aires, Argentina",no,420000.0,8400.0,53216915,-34.586682934629685,-58.47093731938981
USD 500,"Barrio Norte, Capital Federal",$ 90.000 Expensas,2.0,53.0,"Pueyrredon 1300,Barrio Norte, Capital Federal, Buenos Aires, Argentina",si,485000.0,9150.943396226416,53515575,-34.5958594,-58.4030451
USD 1.300,"Palermo, Capital Federal",$ 140.000 Expensas,3.0,70.0,"RUGIERI 2944 ,Palermo, Capital Federal, Buenos Aires, Argentina",si,1261000.0,18014.285714285714,53453003,,
$ 390.000,"Villa Urquiza, Capital Federal",$ 60.000 Expensas,2.0,53.0,"Burela al 2100,Villa Urquiza, Capital Federal, Buenos Aires, Argentina",no,390000.0,7358.490566037736,53273917,-34.5837993,-58.4870297
$ 450.000,"Palermo Chico, Palermo",$ 57.000 Expensas,2.0,40.0,"Castex y Salguero,Palermo Chico, Palermo, Buenos Aires, Argentina",no,450000.0,11250.0,53298772,,
USD 900,"Las Cañitas, Palermo",$ 1 Expensas,2.0,55.0,"Migueletes 930,Las Cañitas, Palermo, Buenos Aires, Argentina",si,873000.0,15872.727272727272,53466939,-34.56567497142857,-58.43559987142857
USD 9.000,"Puerto Madero, Capital Federal",$ 690.000 Expensas,4.0,255.0,"Juana Manso al 1700,Puerto Madero, Capital Federal, Buenos Aires, Argentina",si,8730000.0,34235.294117647056,53227550,-34.5980936,-58.3642053
USD 425,"Chacarita, Capital Federal",$ 45.000 Expensas,1.0,45.0,"Av Corrientes y Jorge Newbery al 6400,Chacarita, Capital Federal, Buenos Aires, Argentina",si,412250.0,9161.111111111111,53313096,,
$ 600.000,"Recoleta, Capital Federal",$ 100.000 Expensas,4.0,66.0,"Juncal  2300,Recoleta, Capital Federal, Buenos Aires, Argentina",no,600000.0,9090.90909090909,53351810,-34.592122,-58.3998985
$ 900.000,"Barrio Norte, Capital Federal",$ 220.000 Expensas,3.0,87.0,"Ayacucho y Quintana,Barrio Norte, Capital Federal, Buenos Aires, Argentina",no,900000.0,10344.827586206897,53403450,,
$ 350.000,"Villa del Parque, Capital Federal",$ 60.000 Expensas,3.0,65.0,"Av Álvarez Jonte  3700,Villa del Parque, Capital Federal, Buenos Aires, Argentina",no,350000.0,5384.615384615385,53466920,-34.6066521,-58.4762033
USD 3.000,"Recoleta, Capital Federal",,4.0,174.0,,si,2910000.0,16724.137931034482,51599995,46.3144754,11.0480288
$ 750.000,"Palermo Chico, Palermo",$ 104.000 Expensas,4.0,88.0,"Scalabrini Ortiz  al 3000,Palermo Chico, Palermo, Buenos Aires, Argentina",no,750000.0,8522.727272727272,53510147,-34.5756109,-58.4069865
$ 250.000,"San Cristobal, Capital Federal",$ 35.000 Expensas,2.0,38.0,,no,250000.0,6578.9473684210525,53272377,46.3144754,11.0480288
$ 240.000,"Barrio Norte, Capital Federal",$ 45.000 Expensas,1.0,34.0,"Beruti al 4400,Barrio Norte, Capital Federal, Buenos Aires, Argentina",no,240000.0,7058.823529411765,53391835,-34.5878671,-58.4086688
USD 1.000,"Palermo, Capital Federal",,3.0,93.0,"Excelente Triplex en Alquiler Temporario en Palermo! Con Balcón, Pileta Propia y Parrilla!,Palermo, Capital Federal, Buenos Aires, Argentina",si,970000.0,10430.10752688172,53404629,,
$ 650.000,"Palermo Soho, Palermo",$ 95.000 Expensas,2.0,54.0,"Charcas 4040,Palermo Soho, Palermo, Buenos Aires, Argentina",no,650000.0,12037.037037037036,53205341,-34.58586693265306,-58.420368175510205
$ 300.000,"Retiro, Capital Federal",$ 65.000 Expensas,1.0,30.0,"Carlos Pellegrini 900,Retiro, Capital Federal, Buenos Aires, Argentina",no,300000.0,10000.0,53423617,-34.5952152,-58.3814955
$ 700.000,"Parque Chacabuco, Capital Federal",,3.0,86.0,,no,700000.0,8139.53488372093,53365989,46.3144754,11.0480288
$ 400.000,"Parque Centenario, Capital Federal",$ 65.000 Expensas,2.0,53.0,"Rio de Janeiro 575 ,Parque Centenario, Capital Federal, Buenos Aires, Argentina",no,400000.0,7547.169811320755,48012088,,
$ 300.000,"Palermo, Capital Federal",$ 40.000 Expensas,2.0,30.0,"Coronel Diaz al 2400,Palermo, Capital Federal, Buenos Aires, Argentina",no,300000.0,10000.0,53251264,,
$ 450.000,"Palermo Hollywood, Palermo",$ 39.000 Expensas,1.0,42.0,"fitz roy 1406,Palermo Hollywood, Palermo, Buenos Aires, Argentina",no,450000.0,10714.285714285714,52071849,-34.586751,-58.439293
$ 450.000,"Villa Devoto, Capital Federal",$ 39.000 Expensas,2.0,65.0,"Av. Nazca al 3600,Villa Devoto, Capital Federal, Buenos Aires, Argentina",no,450000.0,6923.076923076923,53475109,,
$ 395.000,"Palermo Hollywood, Palermo",$ 80.000 Expensas,2.0,40.0,"Fitz Roy  2100 2°,Palermo Hollywood, Palermo, Buenos Aires, Argentina",no,395000.0,9875.0,53165963,-34.586751,-58.439293
$ 530.000,"Palermo, Capital Federal",$ 65.000 Expensas,2.0,50.0,"Fray Justo Santa Maria de Oro y Av. Cerviño,Palermo, Capital Federal, Buenos Aires, Argentina",no,530000.0,10600.0,53299318,,
$ 550.000,"Parque Chacabuco, Capital Federal",$ 80.000 Expensas,2.0,48.0,"Zuviria y riglos,Parque Chacabuco, Capital Federal, Buenos Aires, Argentina",no,550000.0,11458.333333333334,53348265,,
$ 450.000,"Monserrat, Capital Federal",$ 150.000 Expensas,4.0,110.0,"Moreno  al 800,Monserrat, Capital Federal, Buenos Aires, Argentina",no,450000.0,4090.909090909091,53288606,-34.6110537,-58.3677854
USD 500,"Retiro, Capital Federal",$ 90.000 Expensas,1.0,43.0,"juncal 830,Retiro, Capital Federal, Buenos Aires, Argentina",si,485000.0,11279.06976744186,53189328,-34.59296322857143,-58.379088971428565
$ 350.000,"Centro / Microcentro, Capital Federal",$ 41.000 Expensas,3.0,70.0,"Tucuman 1400,Centro / Microcentro, Capital Federal, Buenos Aires, Argentina",no,350000.0,5000.0,51789024,,
$ 400.000,"Saavedra, Capital Federal",$ 25.000 Expensas,2.0,37.0,"RUIZ HUIDOBRO 4705,Saavedra, Capital Federal, Buenos Aires, Argentina",no,400000.0,10810.81081081081,52042459,-34.5547285,-58.49413715510204
USD 550,"Caballito, Capital Federal",,3.0,70.0,"Miro 586,Caballito, Capital Federal, Buenos Aires, Argentina",si,533500.0,7621.428571428572,53177336,-34.62977257142857,-58.44751937142857
$ 600.000,"Belgrano, Capital Federal",$ 55.000 Expensas,4.0,73.0,"Zapiola al 2100,Belgrano, Capital Federal, Buenos Aires, Argentina",no,600000.0,8219.17808219178,53477604,-34.5705176,-58.4589263
USD 500,"Catalinas, Capital Federal",,3.0,55.0,"Reconquista 719,Catalinas, Capital Federal, Buenos Aires, Argentina",si,485000.0,8818.181818181818,53070697,,
$ 320.000,"Villa del Parque, Capital Federal",$ 70.000 Expensas,2.0,49.0,"Espectacular Departamento con Parrilla  Propia en Villa del Parque.,Villa del Parque, Capital Federal, Buenos Aires, Argentina",no,320000.0,6530.61224489796,53481068,,
USD 1.800,"Belgrano Chico, Belgrano",$ 200.000 Expensas,3.0,90.0,"Dragones  2200 4°,Belgrano Chico, Belgrano, Buenos Aires, Argentina",si,1746000.0,19400.0,53250037,,
$ 220.000,"Barrio Norte, Capital Federal",$ 47.200 Expensas,1.0,33.0,"Juncal  al 2500,Barrio Norte, Capital Federal, Buenos Aires, Argentina",no,220000.0,6666.666666666667,53220440,-34.5879899,-58.4064531
$ 500.000,"Villa Urquiza, Capital Federal",$ 38.000 Expensas,3.0,54.0,"Rivera  3900 3°,Villa Urquiza, Capital Federal, Buenos Aires, Argentina",no,500000.0,9259.25925925926,53401792,-34.5683717,-58.4811279
$ 650.000,"Palermo Soho, Palermo",$ 61.000 Expensas,2.0,48.0,"Mario Bravo 1196,Palermo Soho, Palermo, Buenos Aires, Argentina",no,650000.0,13541.666666666666,48101874,,
USD 1.400,"Belgrano, Capital Federal",$ 200.000 Expensas,3.0,88.0,"Olazabal 2200,Belgrano, Capital Federal, Buenos Aires, Argentina",si,1358000.0,15431.818181818182,51126198,-34.5590163,-58.4562416
$ 730.000,"Palermo, Capital Federal",$ 75.000 Expensas,3.0,74.0,"Cerviño 3400,Palermo, Capital Federal, Buenos Aires, Argentina",no,730000.0,9864.864864864863,53111081,-34.5809285,-58.4071916
$ 500.000,"San Telmo, Capital Federal",,2.0,48.0,"Balcarce 1344,San Telmo, Capital Federal, Buenos Aires, Argentina",no,500000.0,10416.666666666666,53263309,-34.623451,-58.3696942
USD 900,"Caballito, Capital Federal",$ 41.000 Expensas,3.0,70.0,"Av. Independencia  4100 5°,Caballito, Capital Federal, Buenos Aires, Argentina",si,873000.0,12471.42857142857,51300512,-34.6223391,-58.4276285
USD 550,"Recoleta, Capital Federal",$ 50.000 Expensas,2.0,40.0,"Posadas 1500,Recoleta, Capital Federal, Buenos Aires, Argentina",si,533500.0,13337.5,53145143,-34.5876633,-58.3870302
$ 270.000,"Once, Capital Federal",$ 70.000 Expensas,2.0,34.0,"JEAN JAURES 300,Once, Capital Federal, Buenos Aires, Argentina",no,270000.0,7941.176470588235,46308975,-34.6068249,-58.4101094
USD 850,"San Telmo, Capital Federal",,2.0,75.0,"Moreno, Buenos Aires, Argentina 500,San Telmo, Capital Federal, Buenos Aires, Argentina",si,824500.0,10993.333333333334,53128104,,
USD 750,"Parque Centenario, Capital Federal",,2.0,57.0,"J.M. drago ,Parque Centenario, Capital Federal, Buenos Aires, Argentina",si,727500.0,12763.157894736842,53421630,,
USD 7.000,"Belgrano, Capital Federal",$ 1 Expensas,4.0,227.0,"Ramsay al 2000,Belgrano, Capital Federal, Buenos Aires, Argentina",si,6790000.0,29911.894273127757,53387732,-34.5480159,-58.4434242
$ 600.000,"Monserrat, Capital Federal",$ 86.000 Expensas,4.0,105.0,"Entre Rios 830,Monserrat, Capital Federal, Buenos Aires, Argentina",no,600000.0,5714.285714285715,53479626,-34.6175372,-58.391687
$ 450.000,"Belgrano, Capital Federal",$ 25.000 Expensas,2.0,45.0,"Céspedes  al 2400,Belgrano, Capital Federal, Buenos Aires, Argentina",no,450000.0,10000.0,53492539,,
$ 800.000,"Caballito, Capital Federal",$ 150.000 Expensas,3.0,82.0,"Alberdi 1475,Caballito, Capital Federal, Buenos Aires, Argentina",no,800000.0,9756.09756097561,53429731,-34.6228583,-58.4412152
USD 2.300,"Belgrano C, Belgrano",$ 280.000 Expensas,5.0,180.0,,si,2231000.0,12394.444444444443,53242990,46.3144754,11.0480288
$ 340.000,"Palermo, Capital Federal",$ 54.000 Expensas,2.0,42.0,"Paraguay 3730,Palermo, Capital Federal, Buenos Aires, Argentina",no,340000.0,8095.238095238095,49468267,-34.59093384,-58.41636312
USD 2.600,"Palermo, Capital Federal",$ 281.000 Expensas,6.0,190.0,"JUNCAL 4600,Palermo, Capital Federal, Buenos Aires, Argentina",si,2522000.0,13273.684210526317,52781871,-34.5769176,-58.4234787
$ 430.000,"Recoleta, Capital Federal",$ 30.000 Expensas,1.0,25.0,"Talcahuano al 1100,Recoleta, Capital Federal, Buenos Aires, Argentina",no,430000.0,17200.0,52691512,,
USD 2.500,"Recoleta, Capital Federal",$ 130.000 Expensas,4.0,131.0,"Sanchez de Bustamante 2600,Recoleta, Capital Federal, Buenos Aires, Argentina",si,2425000.0,18511.450381679388,43075838,-34.5836338,-58.4022844
USD 1.100,"San Telmo, Capital Federal",,1.0,47.0,"Azopardo 770, C1107ADL CABA, Argentina,San Telmo, Capital Federal, Buenos Aires, Argentina",si,1067000.0,22702.127659574468,41170613,,
USD 2.800,"Parque Patricios, Capital Federal",,,342.0,"Salcedo al 2600,Parque Patricios, Capital Federal, Buenos Aires, Argentina",si,2716000.0,7941.520467836257,53450057,-34.6316373,-58.4047703
USD 2.200,"Puerto Madero, Capital Federal",$ 290.000 Expensas,3.0,130.0," Azucena Villaflor 400,Puerto Madero, Capital Federal, Buenos Aires, Argentina",si,2134000.0,16415.384615384617,20469817,-34.6115614,-58.3627155
$ 600.000,"Las Cañitas, Palermo",$ 108.000 Expensas,3.0,70.0,"Benjamin Matienzo 1600,Las Cañitas, Palermo, Buenos Aires, Argentina",no,600000.0,8571.42857142857,44301830,-34.5670236,-58.4328888
USD 2.300,"Palermo Nuevo, Palermo",$ 1 Expensas,4.0,102.0,"Juncal 4600,Palermo Nuevo, Palermo, Buenos Aires, Argentina",si,2231000.0,21872.549019607843,47851439,,
USD 2.900,"Puerto Madero, Capital Federal",$ 250.000 Expensas,4.0,150.0,"Juana Manzo  1500 6°,Puerto Madero, Capital Federal, Buenos Aires, Argentina",si,2813000.0,18753.33333333333,53510425,,
USD 450,"Belgrano, Capital Federal",$ 100.000 Expensas,1.0,39.0,"Roosvelt  al 2100,Belgrano, Capital Federal, Buenos Aires, Argentina",si,436500.0,11192.307692307691,53207302,,
USD 400,"Caballito, Capital Federal",$ 27.000 Expensas,1.0,43.0,"Pumacahua al 800,Caballito, Capital Federal, Buenos Aires, Argentina",si,388000.0,9023.255813953489,53374975,,
USD 850,"Las Cañitas, Palermo",,2.0,55.0,"Republica de Eslovenia  1400,Las Cañitas, Palermo, Buenos Aires, Argentina",si,824500.0,14990.90909090909,53503285,-34.5694132,-58.4334566
$ 490.000,"Retiro, Capital Federal",,3.0,78.0,"Juncal 600,Retiro, Capital Federal, Buenos Aires, Argentina",no,490000.0,6282.051282051282,53353987,-34.5928959,-58.3784906
$ 490.000,"Primera Junta, Caballito",$ 90.000 Expensas,3.0,76.0,"rosario 600,Primera Junta, Caballito, Buenos Aires, Argentina",no,490000.0,6447.368421052632,53213948,,
$ 380.000,"Belgrano, Capital Federal",$ 120.000 Expensas,1.0,48.0,"Manuel Ugarte 2300,Belgrano, Capital Federal, Buenos Aires, Argentina",no,380000.0,7916.666666666667,26208032,-34.5558291,-58.4603937
$ 550.000,"Barrio Norte, Capital Federal",$ 81.000 Expensas,2.0,47.0,"Mansilla  al 2400,Barrio Norte, Capital Federal, Buenos Aires, Argentina",no,550000.0,11702.127659574468,53267365,-34.5939854,-58.4101984
$ 450.000,"Parque Chacabuco, Capital Federal",$ 60.000 Expensas,2.0,60.0,"Malvinas Argentinas 870,Parque Chacabuco, Capital Federal, Buenos Aires, Argentina",no,450000.0,7500.0,53461510,-34.63363010204081,-58.4476907755102
$ 650.000,"Palermo Hollywood, Palermo",$ 49.000 Expensas,2.0,62.0,"Soler  al 5500,Palermo Hollywood, Palermo, Buenos Aires, Argentina",no,650000.0,10483.870967741936,53485333,-34.5776447,-58.4366152
$ 375.000,"Belgrano, Capital Federal",$ 42.000 Expensas,2.0,47.0,"O Higgins 2732,Belgrano, Capital Federal, Buenos Aires, Argentina",no,375000.0,7978.723404255319,53440549,-34.55401583673469,-58.45808336734694
USD 300,"Balvanera, Capital Federal",$ 20.000 Expensas,1.0,35.0,"CATAMARCA 790,Balvanera, Capital Federal, Buenos Aires, Argentina",si,291000.0,8314.285714285714,52893848,-34.61888912424243,-58.40500280707071
USD 550,"Palermo, Capital Federal",$ 110.000 Expensas,1.0,40.0,"Humboldt al 2400,Palermo, Capital Federal, Buenos Aires, Argentina",si,533500.0,13337.5,53305613,-34.5881033,-58.439397
$ 450.000,"Palermo, Capital Federal",$ 28.000 Expensas,1.0,27.0,"Mansilla al 3900,Palermo, Capital Federal, Buenos Aires, Argentina",no,450000.0,16666.666666666668,53253200,-34.5916838,-58.4137563
$ 780.000,"Parque Chacabuco, Capital Federal",,4.0,190.0,,no,780000.0,4105.263157894737,53343324,46.3144754,11.0480288
USD 3.600,"Recoleta, Capital Federal",,6.0,383.0,"Avenida Santa Fe,Recoleta, Capital Federal, Buenos Aires, Argentina",si,3492000.0,9117.493472584856,53217628,-34.5934491,-58.4049229
USD 1.600,"Puerto Madero, Capital Federal",$ 185.000 Expensas,2.0,70.0,"Juana Manso 530,Puerto Madero, Capital Federal, Buenos Aires, Argentina",si,1552000.0,22171.42857142857,53150720,-34.60369095714286,-58.36340384285714
USD 2.100,"Recoleta, Capital Federal",,4.0,210.0,"arenales 2515,Recoleta, Capital Federal, Buenos Aires, Argentina",si,2037000.0,9700.0,53171298,-34.5931627,-58.40213382857143
$ 500.000,"Caballito, Capital Federal",$ 45.000 Expensas,3.0,64.0,"Av. Rivadavia 5600,Caballito, Capital Federal, Buenos Aires, Argentina",no,500000.0,7812.5,42651726,-34.6219319,-58.4441839
$ 550.000,"Barrio Norte, Capital Federal",$ 95.000 Expensas,4.0,85.0,"Rio Bamba 600,Barrio Norte, Capital Federal, Buenos Aires, Argentina",no,550000.0,6470.588235294118,53396099,,
$ 315.000,"Floresta, Capital Federal",$ 60.000 Expensas,2.0,46.0,"Avenida Directorio 3568. Entre Baradero y Dolores,Floresta, Capital Federal, Buenos Aires, Argentina",no,315000.0,6847.826086956522,53378468,,
$ 500.000,"Flores Norte, Flores",$ 65.000 Expensas,3.0,72.0,"GAONA 3158,Flores Norte, Flores, Buenos Aires, Argentina",no,500000.0,6944.444444444444,53113113,,
$ 220.000,"San Cristobal, Capital Federal",,1.0,1.0,"Constitución 2200. Entre Pichincha y Pasco,San Cristobal, Capital Federal, Buenos Aires, Argentina",no,220000.0,220000.0,53221702,,
USD 470,"Constitución, Capital Federal",$ 90.000 Expensas,3.0,70.0,"Carlos Calvo al 1600,Constitución, Capital Federal, Buenos Aires, Argentina",si,455900.0,6512.857142857143,53040353,-34.6197424,-58.3787017
$ 330.000,"Palermo Chico, Palermo",$ 30.000 Expensas,2.0,36.0,"Juan F. Segui 3574,Palermo Chico, Palermo, Buenos Aires, Argentina",no,330000.0,9166.666666666666,53152663,,
USD 3.500,"Belgrano, Capital Federal",$ 450.000 Expensas,4.0,220.0,"Arcos 1440,Belgrano, Capital Federal, Buenos Aires, Argentina",si,3395000.0,15431.818181818182,53446851,-34.56644169183674,-58.4483318
USD 525,"Palermo Hollywood, Palermo",$ 1 Expensas,1.0,37.0,"Carranza y Niceto Vega,Palermo Hollywood, Palermo, Buenos Aires, Argentina",si,509250.0,13763.513513513511,53278924,,
USD 3.000,"Puerto Madero, Capital Federal",,3.0,160.0,"Juana Manso 1550,Puerto Madero, Capital Federal, Buenos Aires, Argentina",si,2910000.0,18187.5,53002982,-34.61543365,-58.361790911878984
$ 449.000,"Palermo, Capital Federal",$ 30.000 Expensas,1.0,65.0,"Gorriti  al 3900,Palermo, Capital Federal, Buenos Aires, Argentina",no,449000.0,6907.692307692308,53464042,-34.5954879,-58.4185322
$ 600.000,"Villa del Parque, Capital Federal",$ 70.000 Expensas,4.0,78.0,"Nazca  2631,Villa del Parque, Capital Federal, Buenos Aires, Argentina",no,600000.0,7692.307692307692,53465225,-34.605332204081634,-58.486347244897956
USD 2.500,"Recoleta, Capital Federal",$ 94.000 Expensas,3.0,100.0,,si,2425000.0,24250.0,50803284,46.3144754,11.0480288
USD 1.600,"Puerto Madero, Capital Federal",$ 250.000 Expensas,2.0,80.0,"Martha Salotti 540,Puerto Madero, Capital Federal, Buenos Aires, Argentina",si,1552000.0,19400.0,46525468,-34.61306085,-58.36098898880064
USD 1.600,"Palermo Hollywood, Palermo",$ 11 Expensas,3.0,87.0,"GUATEMALA 5880,Palermo Hollywood, Palermo, Buenos Aires, Argentina",si,1552000.0,17839.080459770114,53288641,-34.57819169591836,-58.43476072244898
USD 2.200,"Puerto Madero, Capital Federal",$ 300.000 Expensas,3.0,135.0,"Azucena Villaflor  400 9°,Puerto Madero, Capital Federal, Buenos Aires, Argentina",si,2134000.0,15807.407407407409,53311532,-34.6121331,-58.3667113
USD 1.100,"Palermo Hollywood, Palermo",$ 100.000 Expensas,2.0,45.0,"Ángel Justiniano Carranza  al 1300,Palermo Hollywood, Palermo, Buenos Aires, Argentina",si,1067000.0,23711.11111111111,53489502,-34.5770128,-58.4320339
USD 1.800,"Recoleta, Capital Federal",,2.0,65.0,"Juncal 754,Recoleta, Capital Federal, Buenos Aires, Argentina",si,1746000.0,26861.53846153846,53491982,-34.592896,-58.3974643
$ 650.000,"Belgrano, Capital Federal",$ 93.000 Expensas,3.0,70.0,"Amenábar  al 3000,Belgrano, Capital Federal, Buenos Aires, Argentina",no,650000.0,9285.714285714286,53180557,-34.5594006,-58.461778
USD 900,"Belgrano, Capital Federal",$ 120.000 Expensas,3.0,87.0,"La Pampa  al 1700,Belgrano, Capital Federal, Buenos Aires, Argentina",si,873000.0,10034.48275862069,53317278,-34.5535784,-58.4353271
$ 500.000,"Colegiales, Capital Federal",$ 65.000 Expensas,2.0,45.0,"Alvarez Thomas  100 6°,Colegiales, Capital Federal, Buenos Aires, Argentina",no,500000.0,11111.111111111111,44172957,-34.5793801,-58.4543864
USD 440,"Villa Urquiza, Capital Federal",$ 45.000 Expensas,,43.0,,si,426800.0,9925.581395348838,52882616,46.3144754,11.0480288
USD 2.000,"Puerto Madero, Capital Federal",$ 90.000 Expensas,2.0,115.0,"MARTHA SALOTTI,Puerto Madero, Capital Federal, Buenos Aires, Argentina",si,1940000.0,16869.565217391304,53478566,-34.6135425,-58.363499
USD 900,"Puerto Madero, Capital Federal",,2.0,65.0,,si,873000.0,13430.76923076923,51366534,46.3144754,11.0480288
USD 2.000,"Palermo Chico, Palermo",$ 390.000 Expensas,2.0,110.0,"Martin Coronado 3260,Palermo Chico, Palermo, Buenos Aires, Argentina",si,1940000.0,17636.363636363636,41978403,-34.57695175306122,-58.40254341020408
USD 4.200,"Villa Ortuzar, Capital Federal",,,339.0,"Roseti al 1500,Villa Ortuzar, Capital Federal, Buenos Aires, Argentina",si,4074000.0,12017.699115044248,53462149,-34.5818287,-58.4619053
$ 300.000,"Villa Urquiza, Capital Federal",$ 40.000 Expensas,1.0,31.0,"Quesada  al 6000,Villa Urquiza, Capital Federal, Buenos Aires, Argentina",no,300000.0,9677.41935483871,53213274,-34.5718003,-58.4966326
USD 2.900,"Núñez, Capital Federal",,,200.0,"Padre J. B.  Neumann al 1400,Núñez, Capital Federal, Buenos Aires, Argentina",si,2813000.0,14065.0,53430800,,
USD 1.200,"Palermo Soho, Palermo",$ 100.000 Expensas,3.0,85.0,"Malabia  2400 5°,Palermo Soho, Palermo, Buenos Aires, Argentina",si,1164000.0,13694.117647058823,53397648,-34.5914209,-58.4280302
$ 390.000,"Las Cañitas, Palermo",,2.0,56.0,"Soldado de la independencia 1300,Las Cañitas, Palermo, Buenos Aires, Argentina",no,390000.0,6964.285714285715,53191044,-34.5639839,-58.4405553
USD 500,"Caballito Sur, Caballito",,1.0,35.0,"Jose María Moreno  al 500,Caballito Sur, Caballito, Buenos Aires, Argentina",si,485000.0,13857.142857142857,52938762,,
$ 550.000,"Centro / Microcentro, Capital Federal",$ 78.000 Expensas,4.0,95.0,"VIAMONTE 1696,Centro / Microcentro, Capital Federal, Buenos Aires, Argentina",no,550000.0,5789.473684210527,53352341,,
USD 1.500,"Puerto Madero, Capital Federal",,3.0,84.0,"Av. Ingeniero Huergo 500,Puerto Madero, Capital Federal, Buenos Aires, Argentina",si,1455000.0,17321.428571428572,53276386,-34.6133374,-58.366917
$ 800.000,"Caballito, Capital Federal",$ 130.000 Expensas,4.0,95.0,"José Bonifacio al 600,Caballito, Capital Federal, Buenos Aires, Argentina",no,800000.0,8421.052631578947,53433855,-34.626341,-58.4312198
USD 950,"Palermo Soho, Palermo",,2.0,60.0,"Thames 1800,Palermo Soho, Palermo, Buenos Aires, Argentina",si,921500.0,15358.333333333334,53350949,-34.5867591,-58.4293209
USD 4.500,"Palermo Chico, Palermo",$ 384.290 Expensas,4.0,170.0,"Libertador al 3500,Palermo Chico, Palermo, Buenos Aires, Argentina",si,4365000.0,25676.470588235294,53256875,-34.5781162,-58.4079983
$ 850.000,"Las Cañitas, Palermo",$ 75.000 Expensas,2.0,49.0,"Luis Maria Campos 1000 caba, Las Cañitas, Capital Federal, Argentina.,Las Cañitas, Palermo, Buenos Aires, Argentina",no,850000.0,17346.938775510203,53396299,,
$ 500.000,"Belgrano, Capital Federal",$ 58.000 Expensas,2.0,47.0,"Av.Cabildo 1532,Belgrano, Capital Federal, Buenos Aires, Argentina",no,500000.0,10638.297872340425,52287190,-34.566843925,-58.4513408
$ 550.000,"Tribunales, Capital Federal",,1.0,70.0,"LAVALLE 1725,Tribunales, Capital Federal, Buenos Aires, Argentina",no,550000.0,7857.142857142857,53514477,,
$ 620.000,"Belgrano, Capital Federal",$ 85.000 Expensas,3.0,64.0,"roosevelt 2246,Belgrano, Capital Federal, Buenos Aires, Argentina",no,620000.0,9687.5,52819456,-34.5569363,-58.4610844
USD 420,"Congreso, Capital Federal",$ 75.000 Expensas,3.0,75.0,"Sarandí al 400,Congreso, Capital Federal, Buenos Aires, Argentina",si,407400.0,5432.0,53504983,,
USD 2.500,"Recoleta, Capital Federal",$ 130.000 Expensas,8.0,256.0,"Arenales  al 1600,Recoleta, Capital Federal, Buenos Aires, Argentina",si,2425000.0,9472.65625,53479940,-34.5946771,-58.3885605
USD 950,"Palermo Hollywood, Palermo",,3.0,95.0,"Ravignani al 2100,Palermo Hollywood, Palermo, Buenos Aires, Argentina",si,921500.0,9700.0,53221136,-34.5750002,-58.4316982
USD 2.600,"Recoleta, Capital Federal",$ 212.000 Expensas,5.0,213.0,"Tagle  al 2500,Recoleta, Capital Federal, Buenos Aires, Argentina",si,2522000.0,11840.37558685446,52508476,-34.5836626,-58.3999321
$ 700.000,"Palermo Chico, Palermo",$ 47.000 Expensas,3.0,85.0,"Las Heras 3800,Palermo Chico, Palermo, Buenos Aires, Argentina",no,700000.0,8235.29411764706,53147428,-34.5834213,-58.4063194
USD 1.000,"Belgrano C, Belgrano",$ 50.000 Expensas,2.0,53.0,,si,970000.0,18301.88679245283,53466816,46.3144754,11.0480288
USD 600,"Palermo Hollywood, Palermo",,2.0,38.0,"Santos Dumont 3475,Palermo Hollywood, Palermo, Buenos Aires, Argentina",si,582000.0,15315.78947368421,51881662,-34.5764046,-58.4414867
USD 4.500,"Belgrano C, Belgrano",$ 450.000 Expensas,6.0,400.0,"11 de Septiembre 1900,Belgrano C, Belgrano, Buenos Aires, Argentina",si,4365000.0,10912.5,52139065,-34.5529809,-58.4561366
USD 3.000,"Puerto Madero, Capital Federal",,4.0,145.0,"Martha Salotti 300,Puerto Madero, Capital Federal, Buenos Aires, Argentina",si,2910000.0,20068.96551724138,52933776,-34.6135425,-58.363499
$ 1.000.000,"Belgrano, Capital Federal",,5.0,266.0,"Miñones 2300,Belgrano, Capital Federal, Buenos Aires, Argentina",no,1000000.0,3759.3984962406016,53334513,-34.5536303,-58.4471524
$ 650.000,"Congreso, Capital Federal",$ 65.000 Expensas,2.0,70.0,"Talcahuano  109 Piso 5,Congreso, Capital Federal, Buenos Aires, Argentina",no,650000.0,9285.714285714286,53514640,,
$ 549.000,"Villa Urquiza, Capital Federal",$ 40.000 Expensas,2.0,53.0,"Juramento 5347,Villa Urquiza, Capital Federal, Buenos Aires, Argentina",no,549000.0,10358.490566037735,51125734,-34.579694379591835,-58.48540624693877
$ 1.500.000,"Palermo Hollywood, Palermo",$ 256.000 Expensas,3.0,80.0,"NICARAGUA 6045,Palermo Hollywood, Palermo, Buenos Aires, Argentina",no,1500000.0,18750.0,53385336,-34.5780257,-58.437959
$ 480.000,"Balvanera, Capital Federal",,,27.0,,no,480000.0,17777.777777777777,52694186,46.3144754,11.0480288
USD 1.800,"Puerto Madero, Capital Federal",,2.0,90.0,"Juana Manso  al 100,Puerto Madero, Capital Federal, Buenos Aires, Argentina",si,1746000.0,19400.0,53140461,-34.6176795,-58.3614813
