Precio,Barrios,Expensas,Ambientes,MetrosCuadrados,Direccion,Dolarizado,PrecioPesos,PrecioM2Pesos,ID,Barrio_geopy,Barrio_Recod,Corredor,DireccionNorm,Latitud,Longitud
USD 1.200,"Palermo, Capital Federal",$ 150.000 Expensas,4.0,130.0,Av. Libertador 4400,si,1617600.0,12443.076923076924,52959637,Palermo,PALERMO,NORTE,"Av. Libertador 4400,Palermo, Buenos Aires, Argentina",-34.567656,-58.4302686
USD 1.000,"Palermo, Capital Federal",$ 70.000 Expensas,4.0,110.0,Av Scalabrini Ortiz 2800,si,1348000.0,12254.545454545454,53425405,Palermo,PALERMO,NORTE,"Av Scalabrini Ortiz 2800,Palermo, Buenos Aires, Argentina",-34.590136,-58.4241731
USD 1.200,"Palermo, Capital Federal",$ 30.000 Expensas,3.0,100.0,Jerónimo Salguero 2430,si,1617600.0,16176.0,53322058,Palermo,PALERMO,NORTE,"Jerónimo Salguero 2430,Palermo, Buenos Aires, Argentina",-34.583472771428575,-58.41062578571429
$ 350.000,"Palermo, Capital Federal",$ 60.000 Expensas,2.0,40.0,Soler 3902,no,350000.0,8750.0,53701373,Palermo,PALERMO,NORTE,"Soler 3902,Palermo, Buenos Aires, Argentina",-34.592149765656565,-58.41707478282828
$ 490.000,"Palermo, Capital Federal",$ 115.000 Expensas,2.0,48.0,Lafinur 3112,no,490000.0,10208.333333333334,47293231,Palermo,PALERMO,NORTE,"Lafinur 3112,Palermo, Buenos Aires, Argentina",-34.5795729755102,-58.413940173469385
$ 600.000,"Palermo, Capital Federal",$ 122.000 Expensas,3.0,85.0,AV SANTA FE 3400,no,600000.0,7058.823529411765,47467920,Palermo,PALERMO,NORTE,"AV SANTA FE 3400,Palermo, Buenos Aires, Argentina",-34.5871499,-58.4131766
$ 400.000,"Palermo, Capital Federal",$ 52.400 Expensas,2.0,37.0,Pereyra Lucena 2500,no,400000.0,10810.81081081081,53694181,Palermo,PALERMO,NORTE,"Pereyra Lucena 2500,Palermo, Buenos Aires, Argentina",-34.5826647,-58.4003308
$ 550.000,"Palermo, Capital Federal",$ 30.000 Expensas,2.0,44.0,Dirección no informada,no,550000.0,12500.0,53176964,Palermo,PALERMO,NORTE,"Dirección no informada,Palermo, Buenos Aires, Argentina",,
$ 700.000,"Palermo, Capital Federal",$ 120.000 Expensas,3.0,74.0,Julian Alvarez  al 2400,no,700000.0,9459.45945945946,53611198,Palermo,PALERMO,NORTE,"Julian Alvarez 2400,Palermo, Buenos Aires, Argentina",-34.5873391,-58.4158342
$ 270.000,"Palermo, Capital Federal",$ 42.000 Expensas,1.0,28.0,Salguero 1900,no,270000.0,9642.857142857143,53485061,Palermo,PALERMO,NORTE,"Salguero 1900,Palermo, Buenos Aires, Argentina",-34.5881702,-58.4146871
$ 700.000,"Palermo, Capital Federal",$ 132.000 Expensas,3.0,100.0,AV. LAS HERAS 3400,no,700000.0,7000.0,52857133,Palermo,PALERMO,NORTE,"AV. LAS HERAS 3400,Palermo, Buenos Aires, Argentina",-34.5829943,-58.4082835
$ 900.000,"Palermo, Capital Federal",$ 120.000 Expensas,3.0,90.0,Paunero 2174,no,900000.0,10000.0,52465677,Palermo,PALERMO,NORTE,"Paunero 2174,Palermo, Buenos Aires, Argentina",-34.5813617,-58.4086691
$ 430.000,"Palermo, Capital Federal",$ 25.000 Expensas,2.0,37.0,Vidt  al 1900,no,430000.0,11621.621621621622,53497815,Palermo,PALERMO,NORTE,"Vidt 1900,Palermo, Buenos Aires, Argentina",-34.5900772,-58.4150229
USD 1.250,"Palermo, Capital Federal",$ 230.000 Expensas,3.0,80.0,Gorostiaga al 2300,si,1685000.0,21062.5,53720982,Palermo,PALERMO,NORTE,"Gorostiaga 2300,Palermo, Buenos Aires, Argentina",-34.5697981,-58.4415643
$ 600.000,"Palermo, Capital Federal",$ 75.000 Expensas,1.0,50.0,AVENIDA CORDOBA 4341,no,600000.0,12000.0,53603333,Palermo,PALERMO,NORTE,"AVENIDA CORDOBA 4341,Palermo, Buenos Aires, Argentina",-34.595793755102044,-58.42740482857143
USD 1.200,"Palermo, Capital Federal",,2.0,54.0,Thames  al 2300,si,1617600.0,29955.555555555555,53284574,Palermo,PALERMO,NORTE,"Thames 2300,Palermo, Buenos Aires, Argentina",-34.5830407,-58.4241806
$ 550.000,"Palermo, Capital Federal",$ 55.000 Expensas,2.0,45.0,Paraguay 5570,no,550000.0,12222.222222222223,53405410,Palermo,PALERMO,NORTE,"Paraguay 5570,Palermo, Buenos Aires, Argentina",-34.576597263265306,-58.43473115306122
$ 500.000,"Palermo, Capital Federal",$ 70.000 Expensas,3.0,58.0,Santa Fe 3200,no,500000.0,8620.689655172413,53178921,Palermo,PALERMO,NORTE,"Santa Fe 3200,Palermo, Buenos Aires, Argentina",,
USD 900,"Palermo, Capital Federal",$ 140.000 Expensas,3.0,78.0,Juncal al 3100,si,1213200.0,15553.846153846154,53539579,Palermo,PALERMO,NORTE,"Juncal 3100,Palermo, Buenos Aires, Argentina",-34.5829438,-58.414118
$ 290.000,"Palermo, Capital Federal",$ 69.444 Expensas,1.0,32.0,Paraguay al 3400,no,290000.0,9062.5,53432966,Palermo,PALERMO,NORTE,"Paraguay 3400,Palermo, Buenos Aires, Argentina",-34.5809843,-58.4289354
USD 1.500,"Palermo, Capital Federal",$ 90.000 Expensas,3.0,95.0,Dirección no informada,si,2022000.0,21284.21052631579,53487400,Palermo,PALERMO,NORTE,"Dirección no informada,Palermo, Buenos Aires, Argentina",,
USD 800,"Palermo, Capital Federal",$ 55.000 Expensas,4.0,82.0,Av. Santa Fe 3200 2°,si,1078400.0,13151.219512195123,53710204,Palermo,PALERMO,NORTE,"Av. Santa Fe 3200 2°,Palermo, Buenos Aires, Argentina",,
USD 1.200,"Palermo, Capital Federal",,4.0,110.0,Dirección no informada,si,1617600.0,14705.454545454546,46557116,Palermo,PALERMO,NORTE,"Dirección no informada,Palermo, Buenos Aires, Argentina",,
$ 290.000,"Palermo, Capital Federal",$ 33.000 Expensas,1.0,38.0,SANTA FE AV. 3700,no,290000.0,7631.578947368421,53389193,Palermo,PALERMO,NORTE,"SANTA FE AV. 3700,Palermo, Buenos Aires, Argentina",-34.5852973,-58.4159484
$ 520.000,"Palermo, Capital Federal",,2.0,40.0,Paraguay 4100,no,520000.0,13000.0,51199588,Palermo,PALERMO,NORTE,"Paraguay 4100,Palermo, Buenos Aires, Argentina",-34.5879139,-58.4201364
USD 600,"Palermo, Capital Federal",$ 138.419 Expensas,2.0,54.0,Cabello  al 3300,si,808800.0,14977.777777777777,53620853,Palermo,PALERMO,NORTE,"Cabello 3300,Palermo, Buenos Aires, Argentina",-34.5817736,-58.4076057
$ 420.000,"Palermo, Capital Federal",$ 107.000 Expensas,1.0,36.0,Fray Justo Santa Maria de Oro  al 2100,no,420000.0,11666.666666666666,53635783,Palermo,PALERMO,NORTE,"Fray Justo Santa Maria de Oro 2100,Palermo, Buenos Aires, Argentina",-34.5834573,-58.4282494
$ 410.000,"Palermo, Capital Federal",$ 50.000 Expensas,2.0,44.0, Ortiz de Ocampo 2500,no,410000.0,9318.181818181818,53560914,Palermo,PALERMO,NORTE,"Ortiz de Ocampo 2500,Palermo, Buenos Aires, Argentina",-34.58224,-58.4044123
$ 350.000,"Palermo, Capital Federal",$ 80.000 Expensas,1.0,45.0,Dirección no informada,no,350000.0,7777.777777777777,53599874,Palermo,PALERMO,NORTE,"Dirección no informada,Palermo, Buenos Aires, Argentina",,
$ 350.000,"Palermo, Capital Federal",$ 65.000 Expensas,1.0,40.0,J.a. Cabrera al 3200,no,350000.0,8750.0,53269794,Palermo,PALERMO,NORTE,"J.a. Cabrera 3200,Palermo, Buenos Aires, Argentina",,
$ 720.000,"Palermo, Capital Federal",$ 110.000 Expensas,3.0,66.0,Armenia 2200,no,720000.0,10909.09090909091,53532388,Palermo,PALERMO,NORTE,"Armenia 2200,Palermo, Buenos Aires, Argentina",-34.5861751,-58.4224932
USD 4.000,"Palermo, Capital Federal",,4.0,233.0,Guatemala y Godoy Cruz,si,5392000.0,23141.630901287554,53584989,Palermo,PALERMO,NORTE,"Guatemala y Godoy Cruz,Palermo, Buenos Aires, Argentina",,
$ 600.000,"Palermo, Capital Federal",,2.0,65.0,Gorriti y Medrano. Palermo. Amplio 2 Amb. Terraza. Parrilla. Laundry Room,no,600000.0,9230.76923076923,53229839,Palermo,PALERMO,NORTE,"Gorriti y Medrano. Palermo. Amplio 2 Amb. Terraza. Parrilla. Laundry Room,Palermo, Buenos Aires, Argentina",,
$ 350.000,"Palermo, Capital Federal",$ 68.000 Expensas,2.0,37.0,Cabildo 100,no,350000.0,9459.45945945946,53403438,Palermo,PALERMO,NORTE,"Cabildo 100,Palermo, Buenos Aires, Argentina",-34.5742727,-58.4370997
USD 600,"Palermo, Capital Federal",,1.0,38.0,Bulnes y  J. A. Cabrera,si,808800.0,21284.21052631579,52635038,Palermo,PALERMO,NORTE,"Bulnes y J. A. Cabrera,Palermo, Buenos Aires, Argentina",,
USD 2.600,"Palermo, Capital Federal",,3.0,82.0,Dirección no informada,si,3504800.0,42741.46341463415,53226380,Palermo,PALERMO,NORTE,"Dirección no informada,Palermo, Buenos Aires, Argentina",,
$ 380.000,"Palermo, Capital Federal",$ 106.000 Expensas,1.0,34.0,Gorostiaga  2300 2°,no,380000.0,11176.470588235294,53701421,Palermo,PALERMO,NORTE,"Gorostiaga 2300 2°,Palermo, Buenos Aires, Argentina",-34.5651768,-58.4362942
$ 550.000,"Palermo, Capital Federal",$ 98.000 Expensas,2.0,45.0,Gurruchaga 2300,no,550000.0,12222.222222222223,53588078,Palermo,PALERMO,NORTE,"Gurruchaga 2300,Palermo, Buenos Aires, Argentina",-34.5845149,-58.4221892
$ 330.000,"Palermo, Capital Federal",$ 36.000 Expensas,1.0,30.0,araoz 2800,no,330000.0,11000.0,52923359,Palermo,PALERMO,NORTE,"araoz 2800,Palermo, Buenos Aires, Argentina",-34.5840884,-58.4127606
USD 1,"Palermo, Capital Federal",$ 130.000 Expensas,5.0,295.0,Seguí 4500,si,1348.0,4.569491525423729,51709019,Palermo,PALERMO,NORTE,"Seguí 4500,Palermo, Buenos Aires, Argentina",-34.5743193,-58.4199563
$ 380.000,"Palermo, Capital Federal",$ 45.000 Expensas,2.0,38.0,Vidt 1600,no,380000.0,10000.0,53370125,Palermo,PALERMO,NORTE,"Vidt 1600,Palermo, Buenos Aires, Argentina",-34.5867489,-58.4116401
USD 1.100,"Palermo, Capital Federal",,3.0,80.0,3 de febrero 900,si,1482800.0,18535.0,53205856,Palermo,PALERMO,NORTE,"3 de febrero 900,Palermo, Buenos Aires, Argentina",-34.5699897,-58.4417186
$ 660.000,"Palermo, Capital Federal",,2.0,63.0,BILLINGHURST 1300. Entre Paraguay y Soler,no,660000.0,10476.190476190477,52834113,Palermo,PALERMO,NORTE,"BILLINGHURST 1300. Entre Paraguay y Soler,Palermo, Buenos Aires, Argentina",,
$ 320.000,"Palermo, Capital Federal",$ 37.500 Expensas,2.0,35.0,Gascon al 1600,no,320000.0,9142.857142857143,53529467,Palermo,PALERMO,NORTE,"Gascon 1600,Palermo, Buenos Aires, Argentina",-34.5918848,-58.4226699
USD 1.000,"Palermo, Capital Federal",$ 140.000 Expensas,3.0,80.0,AV. LAS HERAS 3400,si,1348000.0,16850.0,44920315,Palermo,PALERMO,NORTE,"AV. LAS HERAS 3400,Palermo, Buenos Aires, Argentina",-34.5829943,-58.4082835
$ 600.000,"Palermo, Capital Federal",$ 50.000 Expensas,2.0,45.0,Dirección no informada,no,600000.0,13333.333333333334,52460377,Palermo,PALERMO,NORTE,"Dirección no informada,Palermo, Buenos Aires, Argentina",,
$ 550.000,"Palermo, Capital Federal",$ 40.000 Expensas,1.0,38.0,Av. Medrano al 1000,no,550000.0,14473.684210526315,53530579,Palermo,PALERMO,NORTE,"Av. Medrano 1000,Palermo, Buenos Aires, Argentina",-34.5891293,-58.4161012
$ 350.000,"Palermo, Capital Federal",$ 67.000 Expensas,1.0,39.0,Av. Scalabrini Ortiz al 1600,no,350000.0,8974.358974358975,53612147,Palermo,PALERMO,NORTE,"Av. Scalabrini Ortiz 1600,Palermo, Buenos Aires, Argentina",-34.5908747,-58.4251393
USD 650,"Palermo, Capital Federal",,2.0,55.0,Scalabrini Ortiz al 1400,si,876200.0,15930.90909090909,53685662,Palermo,PALERMO,NORTE,"Scalabrini Ortiz 1400,Palermo, Buenos Aires, Argentina",-34.5921834,-58.4271096
$ 600.000,"Palermo, Capital Federal",$ 110.000 Expensas,4.0,100.0,Calle Sanchez de Bustamante 1724,no,600000.0,6000.0,53607285,Palermo,PALERMO,NORTE,"Calle Sanchez de Bustamante 1724,Palermo, Buenos Aires, Argentina",,
USD 800,"Palermo, Capital Federal",,2.0,45.0,Av. Santa Fe al 5000,si,1078400.0,23964.444444444445,53714750,Palermo,PALERMO,NORTE,"Av. Santa Fe 5000,Palermo, Buenos Aires, Argentina",-34.5772092,-58.4301368
$ 550.000,"Palermo, Capital Federal",$ 70.000 Expensas,3.0,51.0,Guemes 3300,no,550000.0,10784.313725490196,53634052,Palermo,PALERMO,NORTE,"Guemes 3300,Palermo, Buenos Aires, Argentina",-34.5797307,-58.4261823
$ 550.000,"Palermo, Capital Federal",$ 85.000 Expensas,2.0,45.0,Paraguay al 3700,no,550000.0,12222.222222222223,53705481,Palermo,PALERMO,NORTE,"Paraguay 3700,Palermo, Buenos Aires, Argentina",-34.5912834,-58.4159161
$ 700.000,"Palermo, Capital Federal",$ 80.000 Expensas,3.0,70.0,JUAN FRANCISCO SEGUI 3500,no,700000.0,10000.0,53608898,Palermo,PALERMO,NORTE,"JUAN FRANCISCO SEGUI 3500,Palermo, Buenos Aires, Argentina",-34.5783873,-58.4106682
$ 900.000,"Palermo, Capital Federal",$ 228.000 Expensas,2.0,62.0,Av. Alvarez thomas 240,no,900000.0,14516.129032258064,53714371,Palermo,PALERMO,NORTE,"Av. Alvarez thomas 240,Palermo, Buenos Aires, Argentina",,
USD 750,"Palermo, Capital Federal",$ 115.000 Expensas,3.0,60.0,JUNCAL 3400,si,1011000.0,16850.0,51076416,Palermo,PALERMO,NORTE,"JUNCAL 3400,Palermo, Buenos Aires, Argentina",-34.5847516,-58.4117394
$ 1.000.000,"Palermo, Capital Federal",$ 95.000 Expensas,3.0,80.0,AVENIDA CORDOBA 4341,no,1000000.0,12500.0,53603245,Palermo,PALERMO,NORTE,"AVENIDA CORDOBA 4341,Palermo, Buenos Aires, Argentina",-34.595793755102044,-58.42740482857143
$ 800.000,"Palermo, Capital Federal",$ 200.000 Expensas,3.0,86.0,MIGUELETES 1184,no,800000.0,9302.32558139535,53635390,Palermo,PALERMO,NORTE,"MIGUELETES 1184,Palermo, Buenos Aires, Argentina",-34.5683883,-58.4307548
$ 400.000,"Palermo, Capital Federal",$ 76.000 Expensas,3.0,60.0,Darregueyra al 2400,no,400000.0,6666.666666666667,53329292,Palermo,PALERMO,NORTE,"Darregueyra 2400,Palermo, Buenos Aires, Argentina",-34.580975,-58.424703
USD 380,"Palermo, Capital Federal",$ 75.000 Expensas,1.0,36.0,Gallo 1071,si,512240.0,14228.888888888889,50406110,Palermo,PALERMO,NORTE,"Gallo 1071,Palermo, Buenos Aires, Argentina",,
$ 800.000,"Palermo, Capital Federal",$ 200.000 Expensas,2.0,100.0,Convención 1994,no,800000.0,8000.0,53716894,Palermo,PALERMO,NORTE,"Convención 1994,Palermo, Buenos Aires, Argentina",-34.57945741428571,-58.4404106632653
$ 780.000,"Palermo, Capital Federal",$ 140.000 Expensas,4.0,80.0,Bulnes al 1800,no,780000.0,9750.0,53658820,Palermo,PALERMO,NORTE,"Bulnes 1800,Palermo, Buenos Aires, Argentina",-34.5903634,-58.4138955
USD 1.800,"Palermo, Capital Federal",$ 210.000 Expensas,3.0,90.0,Juncal 4500,si,2426400.0,26960.0,49970695,Palermo,PALERMO,NORTE,"Juncal 4500,Palermo, Buenos Aires, Argentina",-34.57747,-58.4225507
$ 450.000,"Palermo, Capital Federal",$ 84.500 Expensas,2.0,39.0,Avenida General Las Heras 3700,no,450000.0,11538.461538461539,53520892,Palermo,PALERMO,NORTE,"Avenida General Las Heras 3700,Palermo, Buenos Aires, Argentina",-34.5821507,-58.4109759
$ 450.000,"Palermo, Capital Federal",$ 72.875 Expensas,3.0,52.0,Ruggieri 2800,no,450000.0,8653.846153846154,53427664,Palermo,PALERMO,NORTE,"Ruggieri 2800,Palermo, Buenos Aires, Argentina",-34.5817713,-58.4078144
USD 3.500,"Palermo, Capital Federal",$ 330.000 Expensas,4.0,177.0,Ortega y Gasset al 1600,si,4718000.0,26655.367231638418,53555796,Palermo,PALERMO,NORTE,"Ortega y Gasset 1600,Palermo, Buenos Aires, Argentina",-34.5682871,-58.4308101
$ 450.000,"Palermo, Capital Federal",$ 122.000 Expensas,2.0,50.0,Av Santa fe 4400,no,450000.0,9000.0,53721535,Palermo,PALERMO,NORTE,"Av Santa fe 4400,Palermo, Buenos Aires, Argentina",-34.5800806,-58.4235894
$ 500.000,"Palermo, Capital Federal",$ 65.000 Expensas,1.0,40.0,Bulnes  al 1300,no,500000.0,12500.0,53612180,Palermo,PALERMO,NORTE,"Bulnes 1300,Palermo, Buenos Aires, Argentina",-34.5965425,-58.4170971
$ 560.000,"Palermo, Capital Federal",$ 60.000 Expensas,3.0,62.0,Paraguay al 4700,no,560000.0,9032.258064516129,53626103,Palermo,PALERMO,NORTE,"Paraguay 4700,Palermo, Buenos Aires, Argentina",-34.5831411,-58.4263581
USD 800,"Palermo, Capital Federal",,2.0,65.0,Concepcion Arenal 2487,si,1078400.0,16590.76923076923,53679295,Palermo,PALERMO,NORTE,"Concepcion Arenal 2487,Palermo, Buenos Aires, Argentina",-34.57505205306122,-58.43822544285714
$ 420.000,"Palermo, Capital Federal",$ 60.000 Expensas,2.0,44.0,Juan Francisco Segui 2,no,420000.0,9545.454545454546,53644510,Palermo,PALERMO,NORTE,"Juan Francisco Segui 2,Palermo, Buenos Aires, Argentina",-34.5783873,-58.4106682
USD 700,"Palermo, Capital Federal",$ 73.000 Expensas,2.0,45.0,SILVIO RUGGIERI 2767,si,943600.0,20968.88888888889,53563740,Palermo,PALERMO,NORTE,"SILVIO RUGGIERI 2767,Palermo, Buenos Aires, Argentina",-34.58209018367347,-58.40779014489796
USD 2.600,"Palermo, Capital Federal",,,200.0,Dirección no informada,si,3504800.0,17524.0,53636235,Palermo,PALERMO,NORTE,"Dirección no informada,Palermo, Buenos Aires, Argentina",,
$ 400.000,"Palermo, Capital Federal",,1.0,27.0,Serrano 1326,no,400000.0,14814.814814814816,53062579,Palermo,PALERMO,NORTE,"Serrano 1326,Palermo, Buenos Aires, Argentina",-34.590514763265304,-58.4331480877551
USD 450,"Palermo, Capital Federal",$ 86.000 Expensas,2.0,44.0,CIUDAD DE LA PAZ 237,si,606600.0,13786.363636363636,53071992,Palermo,PALERMO,NORTE,"CIUDAD DE LA PAZ 237,Palermo, Buenos Aires, Argentina",-34.57483819795918,-58.44065734285714
USD 450,"Palermo, Capital Federal",$ 86.000 Expensas,2.0,44.0,CIUDAD DE LA PAZ 237,si,606600.0,13786.363636363636,53071992,Palermo,PALERMO,NORTE,"CIUDAD DE LA PAZ 237,Palermo, Buenos Aires, Argentina",-34.57483819795918,-58.44065734285714
$ 350.000,"Palermo, Capital Federal",$ 60.000 Expensas,1.0,36.0,Dirección no informada,no,350000.0,9722.222222222223,42556452,Palermo,PALERMO,NORTE,"Dirección no informada,Palermo, Buenos Aires, Argentina",,
$ 500.000,"Palermo, Capital Federal",$ 120.000 Expensas,4.0,70.0,Peña al 2500,no,500000.0,7142.857142857143,53598265,Palermo,PALERMO,NORTE,"Peña 2500,Palermo, Buenos Aires, Argentina",,
$ 750.000,"Palermo, Capital Federal",$ 145.000 Expensas,4.0,90.0,Lafinur al 3000 4 Amb + Cochera en la Mejor Zona de Palermo,no,750000.0,8333.333333333334,53737828,Palermo,PALERMO,NORTE,"Lafinur 3000 4 Amb + Cochera en la Mejor Zona de Palermo,Palermo, Buenos Aires, Argentina",,
USD 1.000,"Palermo, Capital Federal",$ 95.000 Expensas,3.0,90.0,Av. Del Libertador 3800,si,1348000.0,14977.777777777777,52635491,Palermo,PALERMO,NORTE,"Av. Del Libertador 3800,Palermo, Buenos Aires, Argentina",-34.5721547,-58.4217398
$ 360.000,"Palermo, Capital Federal",$ 60.000 Expensas,2.0,42.0,Scalabrini Ortiz al 1400,no,360000.0,8571.42857142857,53645143,Palermo,PALERMO,NORTE,"Scalabrini Ortiz 1400,Palermo, Buenos Aires, Argentina",-34.5921834,-58.4271096
USD 2.000,"Palermo, Capital Federal",$ 70.000 Expensas,4.0,117.0,Vidt  2000 2°,si,2696000.0,23042.735042735043,52805140,Palermo,PALERMO,NORTE,"Vidt 2000 2°,Palermo, Buenos Aires, Argentina",-34.5912787,-58.4160874
$ 450.000,"Palermo, Capital Federal",,,36.0,Mansilla 3245,no,450000.0,12500.0,53287098,Palermo,PALERMO,NORTE,"Mansilla 3245,Palermo, Buenos Aires, Argentina",-34.5879304,-58.4187562
USD 1.000,"Palermo, Capital Federal",$ 70.000 Expensas,4.0,110.0,Av Scalabrini Ortiz 2800,si,1348000.0,12254.545454545454,53425405,Palermo,PALERMO,NORTE,"Av Scalabrini Ortiz 2800,Palermo, Buenos Aires, Argentina",-34.590136,-58.4241731
USD 2.500,"Palermo, Capital Federal",,,240.0,ARAOZ 1400,si,3370000.0,14041.666666666666,53497756,Palermo,PALERMO,NORTE,"ARAOZ 1400,Palermo, Buenos Aires, Argentina",-34.592774,-58.426283
USD 900,"Palermo, Capital Federal",,1.0,34.0,Carranza 1900,si,1213200.0,35682.35294117647,53545079,Palermo,PALERMO,NORTE,"Carranza 1900,Palermo, Buenos Aires, Argentina",-34.5755183,-58.4347146
$ 500.000,"Palermo, Capital Federal",$ 70.000 Expensas,3.0,58.0,Santa Fe 3200,no,500000.0,8620.689655172413,53178921,Palermo,PALERMO,NORTE,"Santa Fe 3200,Palermo, Buenos Aires, Argentina",,
USD 650,"Palermo, Capital Federal",,2.0,55.0,Scalabrini Ortiz al 1400,si,876200.0,15930.90909090909,53685662,Palermo,PALERMO,NORTE,"Scalabrini Ortiz 1400,Palermo, Buenos Aires, Argentina",-34.5921834,-58.4271096
USD 330,"Palermo, Capital Federal",$ 59.350 Expensas,2.0,29.0,Santamaria DE ORO Y AV. Santa FE,si,444840.0,15339.310344827587,53717026,Palermo,PALERMO,NORTE,"Santamaria DE ORO Y AV. Santa FE,Palermo, Buenos Aires, Argentina",,
$ 500.000,"Palermo, Capital Federal",,1.0,35.0,Cordoba 4800,no,500000.0,14285.714285714286,51299462,Palermo,PALERMO,NORTE,"Cordoba 4800,Palermo, Buenos Aires, Argentina",-34.5883165,-58.4380978
USD 1.200,"Palermo, Capital Federal",,4.0,110.0,Dirección no informada,si,1617600.0,14705.454545454546,46557116,Palermo,PALERMO,NORTE,"Dirección no informada,Palermo, Buenos Aires, Argentina",,
USD 500,"Palermo, Capital Federal",,2.0,70.0,Honduras y Humboldt,si,674000.0,9628.57142857143,53669998,Palermo,PALERMO,NORTE,"Honduras y Humboldt,Palermo, Buenos Aires, Argentina",,
USD 750,"Palermo, Capital Federal",$ 115.000 Expensas,3.0,60.0,JUNCAL 3400,si,1011000.0,16850.0,51076416,Palermo,PALERMO,NORTE,"JUNCAL 3400,Palermo, Buenos Aires, Argentina",-34.5847516,-58.4117394
$ 490.000,"Palermo, Capital Federal",$ 115.000 Expensas,2.0,48.0,Lafinur 3112,no,490000.0,10208.333333333334,47293231,Palermo,PALERMO,NORTE,"Lafinur 3112,Palermo, Buenos Aires, Argentina",-34.5795729755102,-58.413940173469385
USD 800,"Palermo, Capital Federal",$ 1 Expensas,1.0,35.0,Aráoz 2055,si,1078400.0,30811.428571428572,53125768,Palermo,PALERMO,NORTE,"Aráoz 2055,Palermo, Buenos Aires, Argentina",-34.58868733469388,-58.41971698571428
$ 600.000,"Palermo, Capital Federal",$ 50.000 Expensas,2.0,45.0,Dirección no informada,no,600000.0,13333.333333333334,52460377,Palermo,PALERMO,NORTE,"Dirección no informada,Palermo, Buenos Aires, Argentina",,
USD 1.800,"Palermo, Capital Federal",$ 210.000 Expensas,3.0,90.0,Juncal 4500,si,2426400.0,26960.0,49970695,Palermo,PALERMO,NORTE,"Juncal 4500,Palermo, Buenos Aires, Argentina",-34.57747,-58.4225507
USD 1.200,"Palermo, Capital Federal",$ 1 Expensas,2.0,50.0,Concepcion Arenal 2445,si,1617600.0,32352.0,51392562,Palermo,PALERMO,NORTE,"Concepcion Arenal 2445,Palermo, Buenos Aires, Argentina",-34.57463363877551,-58.43778984285714
$ 700.000,"Palermo, Capital Federal",$ 125.000 Expensas,3.0,60.0,Av. Coronel Diaz al 2200,no,700000.0,11666.666666666666,53703745,Palermo,PALERMO,NORTE,"Av. Coronel Diaz 2200,Palermo, Buenos Aires, Argentina",-34.5861786,-58.4082106
$ 420.000,"Palermo, Capital Federal",$ 55.000 Expensas,2.0,50.0,Av Luis María Campos  1200 1°,no,420000.0,8400.0,47627361,Palermo,PALERMO,NORTE,"Av Luis María Campos 1200 1°,Palermo, Buenos Aires, Argentina",-34.5645993,-58.4412485
USD 800,"Palermo, Capital Federal",$ 55.000 Expensas,4.0,82.0,Av. Santa Fe 3200 2°,si,1078400.0,13151.219512195123,53710204,Palermo,PALERMO,NORTE,"Av. Santa Fe 3200 2°,Palermo, Buenos Aires, Argentina",,
$ 780.000,"Palermo, Capital Federal",$ 140.000 Expensas,4.0,80.0,Bulnes al 1800,no,780000.0,9750.0,53658820,Palermo,PALERMO,NORTE,"Bulnes 1800,Palermo, Buenos Aires, Argentina",-34.5903634,-58.4138955
$ 600.000,"Palermo, Capital Federal",$ 50.000 Expensas,2.0,45.0,Dirección no informada,no,600000.0,13333.333333333334,52460377,Palermo,PALERMO,NORTE,"Dirección no informada,Palermo, Buenos Aires, Argentina",,
USD 800,"Palermo, Capital Federal",$ 1 Expensas,1.0,35.0,Aráoz 2055,si,1078400.0,30811.428571428572,53125768,Palermo,PALERMO,NORTE,"Aráoz 2055,Palermo, Buenos Aires, Argentina",-34.58868733469388,-58.41971698571428
$ 320.000,"Palermo, Capital Federal",,2.0,38.0,Cordoba 3415,no,320000.0,8421.052631578947,53566704,Palermo,PALERMO,NORTE,"Cordoba 3415,Palermo, Buenos Aires, Argentina",-34.5942825,-58.4298944
USD 900,"Palermo, Capital Federal",,3.0,52.0,Av Coronel Diaz al 1900,si,1213200.0,23330.76923076923,53310239,Palermo,PALERMO,NORTE,"Av Coronel Diaz 1900,Palermo, Buenos Aires, Argentina",-34.579788,-58.4040339
$ 550.000,"Palermo, Capital Federal",$ 40.000 Expensas,1.0,35.0,Av. Medrano al 1000,no,550000.0,15714.285714285714,53530580,Palermo,PALERMO,NORTE,"Av. Medrano 1000,Palermo, Buenos Aires, Argentina",-34.5891293,-58.4161012
USD 850,"Palermo, Capital Federal",$ 170.000 Expensas,3.0,125.0,Av Coronel Diaz  1800,si,1145800.0,9166.4,53321136,Palermo,PALERMO,NORTE,"Av Coronel Diaz 1800,Palermo, Buenos Aires, Argentina",-34.5901552,-58.4112008
$ 1.000.000,"Palermo, Capital Federal",$ 95.000 Expensas,3.0,80.0,AVENIDA CORDOBA 4341,no,1000000.0,12500.0,53603245,Palermo,PALERMO,NORTE,"AVENIDA CORDOBA 4341,Palermo, Buenos Aires, Argentina",-34.595793755102044,-58.42740482857143
USD 600,"Palermo, Capital Federal",,1.0,38.0,Bulnes y  J. A. Cabrera,si,808800.0,21284.21052631579,52635038,Palermo,PALERMO,NORTE,"Bulnes y J. A. Cabrera,Palermo, Buenos Aires, Argentina",,
