Precio,Barrios,Expensas,Ambientes,MetrosCuadrados,Direccion,Dolarizado,PrecioPesos,PrecioM2Pesos,ID,Barrio_geopy,Barrio_Recod,Corredor,DireccionNorm,Latitud,Longitud
USD 6.000,"Recoleta, Capital Federal",,7.0,260.0,Av Callao al 1700,si,8610000.0,33115.38461538462,49919728,Recoleta,RECOLETA,NORTE,"Av Callao 1700,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5900456,-58.3901059
USD 4.500,"Recoleta, Capital Federal",$ 550.000 Expensas,10.0,445.0,Av. Alvear al 1400,si,6457500.0,14511.23595505618,42903713,Recoleta,RECOLETA,NORTE,"Av. Alvear 1400,Recoleta, Ciudad de Buenos Aires, Argentina",-34.58764,-58.3891977
USD 1.600,"Recoleta, Capital Federal",$ 55.751 Expensas,3.0,82.0,Posadas al 1300,si,2296000.0,28000.0,43802699,Recoleta,RECOLETA,NORTE,"Posadas 1300,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5888945,-58.3848641
USD 800,"Recoleta, Capital Federal",$ 212.908 Expensas,4.0,83.0,Arenales al 3000,si,1148000.0,13831.325301204819,53911533,Recoleta,RECOLETA,NORTE,"Arenales 3000,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5903026,-58.4070039
USD 1.100,"Recoleta, Capital Federal",$ 140.000 Expensas,2.0,62.0,Austria  al 1900,si,1578500.0,25459.677419354837,53322657,Recoleta,RECOLETA,NORTE,"Austria 1900,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5896647,-58.4064516
USD 1.200,"Recoleta, Capital Federal",$ 167.000 Expensas,3.0,120.0,Juncal al 1900,si,1722000.0,14350.0,53688188,Recoleta,RECOLETA,NORTE,"Juncal 1900,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5937251,-58.3942381
USD 720,"Recoleta, Capital Federal",$ 163.800 Expensas,3.0,100.0,Uriburu al 1100,si,1033200.0,10332.0,53911008,Recoleta,RECOLETA,NORTE,"Uriburu 1100,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5897136,-58.3953116
USD 550,"Recoleta, Capital Federal",$ 82.000 Expensas,1.0,37.0,Juncal al 1600,si,789250.0,21331.08108108108,53715399,Recoleta,RECOLETA,NORTE,"Juncal 1600,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5928429,-58.3875543
USD 450,"Recoleta, Capital Federal",,1.0,34.0,Arenales al 2300,si,645750.0,18992.647058823528,53860849,Recoleta,RECOLETA,NORTE,"Arenales 2300,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5942463,-58.3994122
USD 500,"Recoleta, Capital Federal",$ 70.000 Expensas,2.0,50.0,Marcelo T. De Alvear  1200 6°,si,717500.0,14350.0,53779990,Recoleta,RECOLETA,NORTE,"Marcelo T. De Alvear 1200 6°,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5967582,-58.40026
USD 1.000,"Recoleta, Capital Federal",$ 80.000 Expensas,3.0,85.0,Av.libertador  al 800,si,1435000.0,16882.352941176472,52416712,Recoleta,RECOLETA,NORTE,"Av.libertador 800,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5832419,-58.396548
USD 1.200,"Recoleta, Capital Federal",,1.0,35.0,Callao  al 900,si,1722000.0,49200.0,53813774,Recoleta,RECOLETA,NORTE,"Callao 900,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5988118,-58.3931748
$ 390.000,"Recoleta, Capital Federal",$ 30.000 Expensas,2.0,34.0,Av. Santa Fe al 2000,no,390000.0,11470.588235294117,53779221,Recoleta,RECOLETA,NORTE,"Av. Santa Fe 2000,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5958824,-58.3960426
$ 700.000,"Recoleta, Capital Federal",$ 174.050 Expensas,2.0,71.0,Pacheco de Melo al 2800,no,700000.0,9859.154929577464,53628660,Recoleta,RECOLETA,NORTE,"Pacheco de Melo 2800,Recoleta, Ciudad de Buenos Aires, Argentina",-34.586147,-58.4026506
$ 550.000,"Recoleta, Capital Federal",$ 198.936 Expensas,2.0,46.0,Austria al 2500,no,550000.0,11956.521739130434,53895461,Recoleta,RECOLETA,NORTE,"Austria 2500,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5850619,-58.4001472
USD 1.800,"Recoleta, Capital Federal",$ 170.000 Expensas,5.0,231.0,Av. Santa fe  al 900,si,2583000.0,11181.818181818182,53211827,Recoleta,RECOLETA,NORTE,"Av. Santa fe 900,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5951299,-58.3998639
USD 10.000,"Recoleta, Capital Federal",,7.0,380.0,Bioy Casares  al 2000,si,14350000.0,37763.15789473684,52536584,Recoleta,RECOLETA,NORTE,"Bioy Casares 2000,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5864734,-58.3889154
USD 1.400,"Recoleta, Capital Federal",$ 390.000 Expensas,4.0,146.0,Montevideo al 1900,si,2009000.0,13760.27397260274,53882672,Recoleta,RECOLETA,NORTE,"Montevideo 1900,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5888203,-58.3850767
USD 1.200,"Recoleta, Capital Federal",,3.0,65.0,"Departamento en Alquiler, 3 Ambientes, en Recoleta, Capital Federal,  Caba",si,1722000.0,26492.30769230769,53813250,Recoleta,RECOLETA,NORTE,"Departamento en Alquiler, 3 Ambientes, en Recoleta, Capital Federal, Caba,Recoleta, Ciudad de Buenos Aires, Argentina",,
USD 1.700,"Recoleta, Capital Federal",$ 507.436 Expensas,6.0,261.0,Avenida Callao al 1500,si,2439500.0,9346.743295019158,53895288,Recoleta,RECOLETA,NORTE,"Avenida Callao 1500,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5917982,-58.3920665
USD 7.000,"Recoleta, Capital Federal",,5.0,400.0,Av. Alvear al 1300,si,10045000.0,25112.5,53182261,Recoleta,RECOLETA,NORTE,"Av. Alvear 1300,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5860803,-58.39034
USD 800,"Recoleta, Capital Federal",$ 210.000 Expensas,4.0,79.0,Copernico al 2300,si,1148000.0,14531.645569620254,53426658,Recoleta,RECOLETA,NORTE,"Copernico 2300,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5858544,-58.3981596
USD 1.900,"Recoleta, Capital Federal",$ 197.000 Expensas,3.0,81.0,Libertad  al 1600 y Libertador Recoleta,si,2726500.0,33660.49382716049,53858645,Recoleta,RECOLETA,NORTE,"Libertad 1600 y Libertador Recoleta,Recoleta, Ciudad de Buenos Aires, Argentina",,
USD 1.800,"Recoleta, Capital Federal",$ 250.110 Expensas,2.0,70.0,P.r.m. Ortiz  1805  13°,si,2583000.0,36900.0,53927755,Recoleta,RECOLETA,NORTE,"P.r.m. Ortiz 1805 13°,Recoleta, Ciudad de Buenos Aires, Argentina",-34.587358,-58.39157
USD 6.900,"Recoleta, Capital Federal",$ 450.000 Expensas,5.0,400.0,Av. Alvear al 1300,si,9901500.0,24753.75,47041453,Recoleta,RECOLETA,NORTE,"Av. Alvear 1300,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5860803,-58.39034
USD 3.000,"Recoleta, Capital Federal",$ 278.370 Expensas,8.0,270.0,Alquiler en Santa Fe 1400,si,4305000.0,15944.444444444445,52930469,Recoleta,RECOLETA,NORTE,"Alquiler en Santa Fe 1400,Recoleta, Ciudad de Buenos Aires, Argentina",,
$ 300.000,"Recoleta, Capital Federal",$ 60.000 Expensas,1.0,34.0,Pacheco de Melo  al 2500,no,300000.0,8823.529411764706,53641008,Recoleta,RECOLETA,NORTE,"Pacheco de Melo 2500,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5878243,-58.3998309
USD 1.100,"Recoleta, Capital Federal",$ 136.000 Expensas,5.0,112.0,Libertad al 1600,si,1578500.0,14093.75,53786735,Recoleta,RECOLETA,NORTE,"Libertad 1600,Recoleta, Ciudad de Buenos Aires, Argentina",,
USD 1.200,"Recoleta, Capital Federal",$ 60.000 Expensas,3.0,90.0,Av Libertador al 800,si,1722000.0,19133.333333333332,52736211,Recoleta,RECOLETA,NORTE,"Av Libertador 800,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5832419,-58.396548
USD 600,"Recoleta, Capital Federal",$ 72.000 Expensas,2.0,93.0,Pacheco de Melo  al 2600,si,861000.0,9258.064516129032,53881387,Recoleta,RECOLETA,NORTE,"Pacheco de Melo 2600,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5871737,-58.4009087
USD 1.000,"Recoleta, Capital Federal",$ 75.000 Expensas,5.0,112.0,Las Heras 2279 5,si,1435000.0,12812.5,53815535,Recoleta,RECOLETA,NORTE,"Las Heras 2279 5,Recoleta, Ciudad de Buenos Aires, Argentina",-34.591752,-58.3918899
$ 700.000,"Recoleta, Capital Federal",$ 200.000 Expensas,3.0,80.0,Talcahuano 1200,no,700000.0,8750.0,53662816,Recoleta,RECOLETA,NORTE,"Talcahuano 1200,Recoleta, Ciudad de Buenos Aires, Argentina",,
USD 1.800,"Recoleta, Capital Federal",$ 110.000 Expensas,4.0,119.0,Marcelo T. de Alvear al 1200,si,2583000.0,21705.882352941175,53282388,Recoleta,RECOLETA,NORTE,"Marcelo T. de Alvear 1200,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5957898,-58.4028789
USD 800,"Recoleta, Capital Federal",$ 170.000 Expensas,3.0,87.0,Santa Fe  al 1900,si,1148000.0,13195.402298850575,53865583,Recoleta,RECOLETA,NORTE,"Santa Fe 1900,Recoleta, Ciudad de Buenos Aires, Argentina",-34.595961,-58.3932128
USD 1.200,"Recoleta, Capital Federal",$ 150.000 Expensas,4.0,110.0,Las Heras al 1700,si,1722000.0,15654.545454545454,53768620,Recoleta,RECOLETA,NORTE,"Las Heras 1700,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5927199,-58.3907986
USD 1.600,"Recoleta, Capital Federal",$ 200.000 Expensas,5.0,135.0,Cerrito al 1200,si,2296000.0,17007.40740740741,53795629,Recoleta,RECOLETA,NORTE,"Cerrito 1200,Recoleta, Ciudad de Buenos Aires, Argentina",,
USD 7.900,"Recoleta, Capital Federal",,9.0,480.0,Esmeralda al 1300,si,11336500.0,23617.708333333332,49095491,Recoleta,RECOLETA,NORTE,"Esmeralda 1300,Recoleta, Ciudad de Buenos Aires, Argentina",,
$ 1.950.000,"Recoleta, Capital Federal",$ 270.000 Expensas,3.0,145.0,Av. Callao 1500,no,1950000.0,13448.275862068966,53588172,Recoleta,RECOLETA,NORTE,"Av. Callao 1500,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5917982,-58.3920665
$ 450.000,"Recoleta, Capital Federal",$ 166.062 Expensas,1.0,39.0,Austria al 2500,no,450000.0,11538.461538461539,53929363,Recoleta,RECOLETA,NORTE,"Austria 2500,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5850619,-58.4001472
USD 1.000,"Recoleta, Capital Federal",,3.0,70.0,Vicente Lopez al 1800,si,1435000.0,20500.0,53762078,Recoleta,RECOLETA,NORTE,"Vicente Lopez 1800,Recoleta, Ciudad de Buenos Aires, Argentina",-34.591041,-58.3908579
USD 700,"Recoleta, Capital Federal",,2.0,55.0,Arenales  al 1100,si,1004500.0,18263.636363636364,53805433,Recoleta,RECOLETA,NORTE,"Arenales 1100,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5949117,-58.3920283
USD 2.600,"Recoleta, Capital Federal",$ 693.000 Expensas,5.0,228.0,Pereyra Lucena al 2600,si,3731000.0,16364.035087719298,53780202,Recoleta,RECOLETA,NORTE,"Pereyra Lucena 2600,Recoleta, Ciudad de Buenos Aires, Argentina",,
USD 1.100,"Recoleta, Capital Federal",$ 196.040 Expensas,4.0,121.0,Pres. José Evaristo Uriburu  al 1200,si,1578500.0,13045.454545454546,53462517,Recoleta,RECOLETA,NORTE,"Pres. José Evaristo Uriburu 1200,Recoleta, Ciudad de Buenos Aires, Argentina",,
USD 1.200,"Recoleta, Capital Federal",,4.0,170.0,Junin al 900,si,1722000.0,10129.411764705883,53822669,Recoleta,RECOLETA,NORTE,"Junin 900,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5986488,-58.3973614
USD 450,"Recoleta, Capital Federal",$ 120.000 Expensas,,45.0,Montevideo al 1900,si,645750.0,14350.0,53652054,Recoleta,RECOLETA,NORTE,"Montevideo 1900,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5888203,-58.3850767
USD 1.200,"Recoleta, Capital Federal",,4.0,125.0,Riobamba 1000,si,1722000.0,13776.0,53680745,Recoleta,RECOLETA,NORTE,"Riobamba 1000,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5947491,-58.3945711
$ 300.000,"Recoleta, Capital Federal",$ 125.000 Expensas,2.0,45.0,Vicente Lopez al 1700,no,300000.0,6666.666666666667,53917916,Recoleta,RECOLETA,NORTE,"Vicente Lopez 1700,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5918166,-58.3898914
USD 800,"Recoleta, Capital Federal",$ 210.000 Expensas,3.0,71.0,Laprida al 1900,si,1148000.0,16169.014084507042,53929965,Recoleta,RECOLETA,NORTE,"Laprida 1900,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5885432,-58.401096
USD 1.500,"Recoleta, Capital Federal",$ 170.000 Expensas,4.0,155.0,Av. Las Heras al 2900,si,2152500.0,13887.09677419355,53590265,Recoleta,RECOLETA,NORTE,"Av. Las Heras 2900,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5835751,-58.4019373
USD 4.500,"Recoleta, Capital Federal",$ 1.000.000 Expensas,5.0,230.0,Suipacha al 1300,si,6457500.0,28076.08695652174,53619470,Recoleta,RECOLETA,NORTE,"Suipacha 1300,Recoleta, Ciudad de Buenos Aires, Argentina",,
USD 1.600,"Recoleta, Capital Federal",,1.0,46.0,Guido al 1900,si,2296000.0,49913.04347826087,53263870,Recoleta,RECOLETA,NORTE,"Guido 1900,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5916035,-58.3879618
USD 900,"Recoleta, Capital Federal",$ 127.738 Expensas,3.0,100.0,Uruguay al 1200,si,1291500.0,12915.0,53546577,Recoleta,RECOLETA,NORTE,"Uruguay 1200,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5916775,-58.3878755
USD 1.800,"Recoleta, Capital Federal",$ 424.254 Expensas,5.0,178.0,Rodríguez Peña 1800,si,2583000.0,14511.23595505618,53537607,Recoleta,RECOLETA,NORTE,"Rodríguez Peña 1800,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5899878,-58.3880971
$ 250.000,"Recoleta, Capital Federal",$ 70.000 Expensas,1.0,33.0,Montevideo  al 700,no,250000.0,7575.757575757576,53735497,Recoleta,RECOLETA,NORTE,"Montevideo 700,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5941537,-58.3900418
USD 900,"Recoleta, Capital Federal",$ 120.000 Expensas,3.0,70.0,Talcahuano al 1200,si,1291500.0,18450.0,53778602,Recoleta,RECOLETA,NORTE,"Talcahuano 1200,Recoleta, Ciudad de Buenos Aires, Argentina",,
USD 800,"Recoleta, Capital Federal",$ 190.000 Expensas,3.0,73.0,Arenales 1800,si,1148000.0,15726.027397260274,53805699,Recoleta,RECOLETA,NORTE,"Arenales 1800,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5949566,-58.3929703
USD 800,"Recoleta, Capital Federal",$ 178.000 Expensas,3.0,62.0,Pacheco de Melo al 1900,si,1148000.0,18516.129032258064,53640988,Recoleta,RECOLETA,NORTE,"Pacheco de Melo 1900,Recoleta, Ciudad de Buenos Aires, Argentina",-34.591938,-58.3938411
USD 1.100,"Recoleta, Capital Federal",$ 220.000 Expensas,4.0,120.0,Rodriguez Peña al 2000,si,1578500.0,13154.166666666666,53925193,Recoleta,RECOLETA,NORTE,"Rodriguez Peña 2000,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5881583,-58.3862579
USD 420,"Recoleta, Capital Federal",$ 53.400 Expensas,1.0,41.0,Beruti 3000,si,602700.0,14700.0,53753576,Recoleta,RECOLETA,NORTE,"Beruti 3000,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5897674,-58.4062693
USD 1.300,"Recoleta, Capital Federal",$ 234.000 Expensas,3.0,94.0,Av. Quintana al 100,si,1865500.0,19845.744680851065,50947035,Recoleta,RECOLETA,NORTE,"Av. Quintana 100,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5883341,-58.3899926
USD 420,"Recoleta, Capital Federal",$ 53.400 Expensas,1.0,41.0,Beruti 3000,si,602700.0,14700.0,53753576,Recoleta,RECOLETA,NORTE,"Beruti 3000,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5897674,-58.4062693
USD 1.300,"Recoleta, Capital Federal",$ 234.000 Expensas,3.0,94.0,Av. Quintana al 100,si,1865500.0,19845.744680851065,50947035,Recoleta,RECOLETA,NORTE,"Av. Quintana 100,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5883341,-58.3899926
$ 900.000,"Recoleta, Capital Federal",$ 124.767 Expensas,4.0,116.0,Arenales al 1300,no,900000.0,7758.620689655172,53918375,Recoleta,RECOLETA,NORTE,"Arenales 1300,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5947491,-58.3945711
USD 800,"Recoleta, Capital Federal",$ 211.517 Expensas,4.0,79.0,Arenales al 3000,si,1148000.0,14531.645569620254,53911532,Recoleta,RECOLETA,NORTE,"Arenales 3000,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5903026,-58.4070039
USD 1.300,"Recoleta, Capital Federal",$ 160.000 Expensas,4.0,135.0,Av. Callao al 1900,si,1865500.0,13818.518518518518,53933590,Recoleta,RECOLETA,NORTE,"Av. Callao 1900,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5883875,-58.3883583
USD 4.500,"Recoleta, Capital Federal",$ 1.200.000 Expensas,5.0,290.0,Levene al 900,si,6457500.0,22267.241379310344,53933607,Recoleta,RECOLETA,NORTE,"Levene 900,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5854393,-58.3936811
USD 2.300,"Recoleta, Capital Federal",$ 70.000 Expensas,3.0,116.0,Callao al 2400,si,3300500.0,28452.58620689655,53282831,Recoleta,RECOLETA,NORTE,"Callao 2400,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5908641,-58.3909163
USD 1.100,"Recoleta, Capital Federal",$ 202.000 Expensas,4.0,120.0,Posadas al 1500,si,1578500.0,13154.166666666666,53525909,Recoleta,RECOLETA,NORTE,"Posadas 1500,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5876633,-58.3870302
USD 650,"Recoleta, Capital Federal",$ 140.000 Expensas,,49.0,Rodriguez Peña al 2000,si,932750.0,19035.714285714286,53089163,Recoleta,RECOLETA,NORTE,"Rodriguez Peña 2000,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5881583,-58.3862579
$ 1.000.000,"Recoleta, Capital Federal",,3.0,102.0,Alquiler Departamento Recoleta,no,1000000.0,9803.921568627451,53530740,Recoleta,RECOLETA,NORTE,"Alquiler Departamento Recoleta,Recoleta, Ciudad de Buenos Aires, Argentina",,
$ 820.000,"Recoleta, Capital Federal",$ 161.000 Expensas,4.0,80.0,Beruti al 3200,no,820000.0,10250.0,53844256,Recoleta,RECOLETA,NORTE,"Beruti 3200,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5882958,-58.408238
USD 430,"Recoleta, Capital Federal",$ 130.000 Expensas,2.0,46.0,Suipacha al 900,si,617050.0,13414.130434782608,53789545,Recoleta,RECOLETA,NORTE,"Suipacha 900,Recoleta, Ciudad de Buenos Aires, Argentina",,
USD 1.200,"Recoleta, Capital Federal",$ 200.000 Expensas,4.0,115.0,Posadas al 1500,si,1722000.0,14973.91304347826,53421154,Recoleta,RECOLETA,NORTE,"Posadas 1500,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5876633,-58.3870302
USD 3.000,"Recoleta, Capital Federal",$ 508.000 Expensas,4.0,257.0,Av. Callao 1800,si,4305000.0,16750.972762645913,53933564,Recoleta,RECOLETA,NORTE,"Av. Callao 1800,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5891722,-58.3892378
USD 2.900,"Recoleta, Capital Federal",$ 900.000 Expensas,3.0,226.0,Torre Deco Recoleta - Guido 1999,si,4161500.0,18413.716814159292,53103571,Recoleta,RECOLETA,NORTE,"Torre Deco Recoleta - Guido 1999,Recoleta, Ciudad de Buenos Aires, Argentina",,
$ 350.000,"Recoleta, Capital Federal",$ 85.000 Expensas,2.0,45.0,Charcas al 2600,no,350000.0,7777.777777777777,53598917,Recoleta,RECOLETA,NORTE,"Charcas 2600,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5953398,-58.4040931
$ 450.000,"Recoleta, Capital Federal",$ 100.000 Expensas,2.0,38.0,Montevideo al 1100,no,450000.0,11842.105263157895,53602656,Recoleta,RECOLETA,NORTE,"Montevideo 1100,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5943096,-58.3900395
$ 700.000,"Recoleta, Capital Federal",$ 154.000 Expensas,3.0,67.0,Cerrito  al 1500,no,700000.0,10447.76119402985,53776226,Recoleta,RECOLETA,NORTE,"Cerrito 1500,Recoleta, Ciudad de Buenos Aires, Argentina",,
USD 500,"Recoleta, Capital Federal",$ 57.010 Expensas,2.0,55.0,Av. Pueyrredon al 2300,si,717500.0,13045.454545454546,53569421,Recoleta,RECOLETA,NORTE,"Av. Pueyrredon 2300,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5869192,-58.3964545
USD 7.000,"Recoleta, Capital Federal",$ 100.000 Expensas,6.0,500.0,Las Heras 1600,si,10045000.0,20090.0,51514481,Recoleta,RECOLETA,NORTE,"Las Heras 1600,Recoleta, Ciudad de Buenos Aires, Argentina",-34.591752,-58.3918899
USD 1.200,"Recoleta, Capital Federal",$ 226.000 Expensas,3.0,120.0,Paraná al 1200,si,1722000.0,14350.0,53653487,Recoleta,RECOLETA,NORTE,"Paraná 1200,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5983588,-58.3882086
USD 800,"Recoleta, Capital Federal",$ 210.000 Expensas,3.0,71.0,Laprida al 1900,si,1148000.0,16169.014084507042,53929965,Recoleta,RECOLETA,NORTE,"Laprida 1900,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5885432,-58.401096
USD 1.600,"Recoleta, Capital Federal",$ 200.000 Expensas,5.0,135.0,Cerrito al 1200,si,2296000.0,17007.40740740741,53795629,Recoleta,RECOLETA,NORTE,"Cerrito 1200,Recoleta, Ciudad de Buenos Aires, Argentina",,
USD 450,"Recoleta, Capital Federal",,1.0,34.0,Arenales al 2300,si,645750.0,18992.647058823528,53860849,Recoleta,RECOLETA,NORTE,"Arenales 2300,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5942463,-58.3994122
USD 6.000,"Recoleta, Capital Federal",,7.0,260.0,Av Callao al 1700,si,8610000.0,33115.38461538462,49919728,Recoleta,RECOLETA,NORTE,"Av Callao 1700,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5900456,-58.3901059
USD 800,"Recoleta, Capital Federal",,2.0,48.0,Talcahuano al 1000,si,1148000.0,23916.666666666668,53724051,Recoleta,RECOLETA,NORTE,"Talcahuano 1000,Recoleta, Ciudad de Buenos Aires, Argentina",,
USD 1.450,"Recoleta, Capital Federal",$ 257.876 Expensas,5.0,135.0,Cerrito al 1200,si,2080750.0,15412.962962962964,53699278,Recoleta,RECOLETA,NORTE,"Cerrito 1200,Recoleta, Ciudad de Buenos Aires, Argentina",,
USD 2.900,"Recoleta, Capital Federal",$ 900.000 Expensas,3.0,226.0,Torre Deco Recoleta - Guido 1999,si,4161500.0,18413.716814159292,53103571,Recoleta,RECOLETA,NORTE,"Torre Deco Recoleta - Guido 1999,Recoleta, Ciudad de Buenos Aires, Argentina",,
$ 900.000,"Recoleta, Capital Federal",$ 232.450 Expensas,3.0,110.0,Cerrito  al 1500,no,900000.0,8181.818181818182,53515756,Recoleta,RECOLETA,NORTE,"Cerrito 1500,Recoleta, Ciudad de Buenos Aires, Argentina",,
USD 3.200,"Recoleta, Capital Federal",$ 170.392 Expensas,5.0,185.0,Quintana al 400,si,4592000.0,24821.62162162162,53765246,Recoleta,RECOLETA,NORTE,"Quintana 400,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5892802,-58.3889375
$ 450.000,"Recoleta, Capital Federal",$ 100.000 Expensas,2.0,38.0,Montevideo al 1100,no,450000.0,11842.105263157895,53602656,Recoleta,RECOLETA,NORTE,"Montevideo 1100,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5943096,-58.3900395
USD 500,"Recoleta, Capital Federal",$ 130.000 Expensas,2.0,36.0,Aguero al 2100,si,717500.0,19930.555555555555,53881810,Recoleta,RECOLETA,NORTE,"Aguero 2100,Recoleta, Ciudad de Buenos Aires, Argentina",-34.587926,-58.402182
$ 1.950.000,"Recoleta, Capital Federal",$ 270.000 Expensas,3.0,145.0,Av. Callao 1500,no,1950000.0,13448.275862068966,53588172,Recoleta,RECOLETA,NORTE,"Av. Callao 1500,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5917982,-58.3920665
$ 900.000,"Recoleta, Capital Federal",$ 177.000 Expensas,4.0,85.0,Av. Pueyrredon 1959,no,900000.0,10588.235294117647,53825533,Recoleta,RECOLETA,NORTE,"Av. Pueyrredon 1959,Recoleta, Ciudad de Buenos Aires, Argentina",-34.588746275,-58.3990500875
USD 1.600,"Recoleta, Capital Federal",$ 302.000 Expensas,4.0,198.0,Rodríguez Peña al 1800,si,2296000.0,11595.959595959595,51837721,Recoleta,RECOLETA,NORTE,"Rodríguez Peña 1800,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5899878,-58.3880971
USD 1.900,"Recoleta, Capital Federal",$ 130.000 Expensas,4.0,167.0,Agote 2400,si,2726500.0,16326.347305389221,52657916,Recoleta,RECOLETA,NORTE,"Agote 2400,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5859845,-58.3955747
$ 550.000,"Recoleta, Capital Federal",$ 198.936 Expensas,2.0,46.0,Austria al 2500,no,550000.0,11956.521739130434,53895461,Recoleta,RECOLETA,NORTE,"Austria 2500,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5850619,-58.4001472
USD 1.650,"Recoleta, Capital Federal",$ 184.000 Expensas,2.0,66.0,Rodriguez Peña  al 2000,si,2367750.0,35875.0,53464374,Recoleta,RECOLETA,NORTE,"Rodriguez Peña 2000,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5881583,-58.3862579
$ 350.000,"Recoleta, Capital Federal",$ 85.000 Expensas,2.0,45.0,Charcas al 2600,no,350000.0,7777.777777777777,53598917,Recoleta,RECOLETA,NORTE,"Charcas 2600,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5953398,-58.4040931
USD 850,"Recoleta, Capital Federal",$ 193.690 Expensas,2.0,54.0,Pacheco DE Melo 2000,si,1219750.0,22587.962962962964,53896664,Recoleta,RECOLETA,NORTE,"Pacheco DE Melo 2000,Recoleta, Ciudad de Buenos Aires, Argentina",-34.591045,-58.3948652
USD 700,"Recoleta, Capital Federal",$ 200.000 Expensas,3.0,80.0,Arenales al 1100,si,1004500.0,12556.25,53683474,Recoleta,RECOLETA,NORTE,"Arenales 1100,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5949117,-58.3920283
$ 700.000,"Recoleta, Capital Federal",$ 200.000 Expensas,3.0,80.0,Talcahuano 1200,no,700000.0,8750.0,53662816,Recoleta,RECOLETA,NORTE,"Talcahuano 1200,Recoleta, Ciudad de Buenos Aires, Argentina",,
