Precio,Barrios,Expensas,Ambientes,MetrosCuadrados,Direccion,Dolarizado,PrecioPesos,PrecioM2Pesos,ID,Barrio_geopy,Barrio_Recod,Corredor,DireccionNorm,Latitud,Longitud
$ 370.000,"Villa Urquiza, Capital Federal",$ 62.000 Expensas,1.0,35.0,Olazabal 4710,no,370000.0,10571.42857142857,54309253,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Olazabal 4710,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.57431285714286,-58.4818407755102
$ 340.000,"Villa Urquiza, Capital Federal",$ 56.000 Expensas,1.0,36.0,Av. Olazabal al 4800,no,340000.0,9444.444444444443,54385613,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Av. Olazabal 4800,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.574795,-58.482682
$ 450.000,"Villa Urquiza, Capital Federal",$ 78.000 Expensas,2.0,45.0,Nahuel Huapi al 4900,no,450000.0,10000.0,54307799,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Nahuel Huapi 4900,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.570103,-58.486479
$ 400.000,"Villa Urquiza, Capital Federal",$ 80.000 Expensas,1.0,43.0,Bauness 1200,no,400000.0,9302.32558139535,49754596,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Bauness 1200,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5800003,-58.4829546
$ 450.000,"Villa Urquiza, Capital Federal",$ 78.000 Expensas,2.0,45.0,Nahuel Huapi al 4900,no,450000.0,10000.0,54307799,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Nahuel Huapi 4900,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.570103,-58.486479
$ 400.000,"Villa Urquiza, Capital Federal",$ 80.000 Expensas,1.0,43.0,Bauness 1200,no,400000.0,9302.32558139535,49754596,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Bauness 1200,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5800003,-58.4829546
$ 420.000,"Villa Urquiza, Capital Federal",$ 10.000 Expensas,2.0,52.0,Francisco Solano López 2341,no,420000.0,8076.923076923077,48246407,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Francisco Solano López 2341,Villa Urquiza, Ciudad de Buenos Aires, Argentina",,
$ 420.000,"Villa Urquiza, Capital Federal",$ 10.000 Expensas,2.0,52.0,Francisco Solano López 2341,no,420000.0,8076.923076923077,48246407,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Francisco Solano López 2341,Villa Urquiza, Ciudad de Buenos Aires, Argentina",,
USD 800,"Villa Urquiza, Capital Federal",$ 60.000 Expensas,3.0,74.0,MENDOZA 4500. Entre Lugones y Miller,si,1148000.0,15513.513513513511,53777714,Villa Urquiza,VILLA URQUIZA,NOROESTE,"MENDOZA 4500. Entre Lugones y Miller,Villa Urquiza, Ciudad de Buenos Aires, Argentina",,
USD 500.000,"Villa Urquiza, Capital Federal",,1.0,36.0,Av.monroe  al 5600,si,717500000.0,19930555.55555556,54337464,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Av.monroe 5600,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5793164,-58.4949766
$ 450.000,"Villa Urquiza, Capital Federal",$ 35.000 Expensas,2.0,43.0,Arizona 4722,no,450000.0,10465.116279069767,51899778,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Arizona 4722,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.57565191020408,-58.47820991836735
$ 450.000,"Villa Urquiza, Capital Federal",$ 78.000 Expensas,2.0,45.0,Nahuel Huapi al 4900,no,450000.0,10000.0,54307799,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Nahuel Huapi 4900,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.570103,-58.486479
$ 380.000,"Villa Urquiza, Capital Federal",$ 77.000 Expensas,2.0,35.0,Echeverria al 5000,no,380000.0,10857.142857142857,54224656,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Echeverria 5000,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5783563,-58.4798994
$ 370.000,"Villa Urquiza, Capital Federal",$ 62.000 Expensas,1.0,35.0,Olazabal 4710,no,370000.0,10571.42857142857,54309253,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Olazabal 4710,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.57431285714286,-58.4818407755102
$ 650.000,"Villa Urquiza, Capital Federal",$ 184.709 Expensas,3.0,63.0,LE BRETON 5082,no,650000.0,10317.460317460318,48357661,Villa Urquiza,VILLA URQUIZA,NOROESTE,"LE BRETON 5082,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.57054316122449,-58.489286522448985
$ 400.000,"Villa Urquiza, Capital Federal",$ 65.000 Expensas,2.0,45.0,AMENABAR 1220,no,400000.0,8888.888888888889,54283323,Villa Urquiza,VILLA URQUIZA,NOROESTE,"AMENABAR 1220,Villa Urquiza, Ciudad de Buenos Aires, Argentina",,
$ 350.000,"Villa Urquiza, Capital Federal",$ 70.000 Expensas,1.0,40.0,Av Olazabal 5422,no,350000.0,8750.0,51498859,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Av Olazabal 5422,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.57884939387755,-58.489727208163266
$ 300.000,"Villa Urquiza, Capital Federal",$ 80.000 Expensas,1.0,29.0,Álvarez Thomas al 3100,no,300000.0,10344.827586206897,54221709,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Álvarez Thomas 3100,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5722381,-58.4824932
$ 350.000,"Villa Urquiza, Capital Federal",$ 70.000 Expensas,1.0,40.0,Av Olazabal 5422,no,350000.0,8750.0,51498859,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Av Olazabal 5422,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.57884939387755,-58.489727208163266
$ 300.000,"Villa Urquiza, Capital Federal",$ 80.000 Expensas,1.0,29.0,Álvarez Thomas al 3100,no,300000.0,10344.827586206897,54221709,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Álvarez Thomas 3100,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5722381,-58.4824932
$ 390.000,"Villa Urquiza, Capital Federal",$ 50.000 Expensas,1.0,44.0,miller 2300,no,390000.0,8863.636363636364,51319045,Villa Urquiza,VILLA URQUIZA,NOROESTE,"miller 2300,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5731722,-58.4798163
USD 430,"Villa Urquiza, Capital Federal",,2.0,40.0, Pacheco 3553,si,617050.0,15426.25,53503462,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Pacheco 3553,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.56237233673469,-58.492349561224486
$ 490.000,"Villa Urquiza, Capital Federal",$ 70.000 Expensas,2.0,41.0,Bucarelli al 2100,no,490000.0,11951.219512195124,54064961,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Bucarelli 2100,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.578609,-58.485803
$ 490.000,"Villa Urquiza, Capital Federal",$ 80.000 Expensas,2.0,42.0,Le Breton al 5000,no,490000.0,11666.666666666666,53983607,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Le Breton 5000,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.569996,-58.4883495
$ 750.000,"Villa Urquiza, Capital Federal",$ 45.000 Expensas,3.0,71.0,Avenida Triunvirato 5100,no,750000.0,10563.38028169014,54351725,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Avenida Triunvirato 5100,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5787596,-58.4795473
$ 530.000,"Villa Urquiza, Capital Federal",$ 50.000 Expensas,2.0,77.0,Avalos al 2100,no,530000.0,6883.116883116883,54077269,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Avalos 2100,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.577454,-58.483757
$ 556.600,"Villa Urquiza, Capital Federal",$ 102.000 Expensas,1.0,31.0,BLANCO ENCALADA 4800. Entre Diaz colodrero y Pacheco,no,556600.0,17954.83870967742,54142772,Villa Urquiza,VILLA URQUIZA,NOROESTE,"BLANCO ENCALADA 4800. Entre Diaz colodrero y Pacheco,Villa Urquiza, Ciudad de Buenos Aires, Argentina",,
$ 450.000,"Villa Urquiza, Capital Federal",$ 82.000 Expensas,1.0,34.0,Tomas Le Breton  al 4900,no,450000.0,13235.29411764706,54273491,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Tomas Le Breton 4900,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.569311,-58.487074
$ 320.000,"Villa Urquiza, Capital Federal",$ 100.000 Expensas,1.0,37.0,Bucarelli 3300,no,320000.0,8648.648648648648,54341611,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Bucarelli 3300,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.568102,-58.495023
USD 350,"Villa Urquiza, Capital Federal",,1.0,18.0,Olazabal al 4700,si,502250.0,27902.777777777777,54308613,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Olazabal 4700,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5741117,-58.4815037
USD 600,"Villa Urquiza, Capital Federal",$ 183.000 Expensas,2.0,70.0,Mendoza 4200,si,861000.0,12300.0,54265818,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Mendoza 4200,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5714592,-58.4746538
$ 650.000,"Villa Urquiza, Capital Federal",$ 97.600 Expensas,2.0,55.0,La Pampa  al 5000,no,650000.0,11818.181818181818,54327326,Villa Urquiza,VILLA URQUIZA,NOROESTE,"La Pampa 5000,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5790377,-58.4786803
$ 550.000,"Villa Urquiza, Capital Federal",$ 85.000 Expensas,2.0,54.0,Burela 2115 ,no,550000.0,10185.185185185184,54188954,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Burela 2115 ,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.580208971428576,-58.48975345714286
$ 360.000,"Villa Urquiza, Capital Federal",$ 70.000 Expensas,1.0,38.0,Altolaguirre  2100 8°,no,360000.0,9473.684210526317,54384964,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Altolaguirre 2100 8°,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5767142,-58.4911529
$ 370.000,"Villa Urquiza, Capital Federal",$ 58.000 Expensas,1.0,39.0,Mendoza 5000,no,370000.0,9487.179487179486,54380414,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Mendoza 5000,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5765331,-58.482539
USD 800,"Villa Urquiza, Capital Federal",$ 155.000 Expensas,2.0,64.0,Avenida Olazábal 4800,si,1148000.0,17937.5,54366779,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Avenida Olazábal 4800,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.574795,-58.482682
$ 550.000,"Villa Urquiza, Capital Federal",$ 140.000 Expensas,3.0,65.0,Monroe 4900,no,550000.0,8461.538461538461,54261845,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Monroe 4900,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5731243,-58.4840479
$ 600.000,"Villa Urquiza, Capital Federal",$ 80.000 Expensas,2.0,59.0,Avenida Triunvirato 4100,no,600000.0,10169.49152542373,54392853,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Avenida Triunvirato 4100,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5781765,-58.4804184
$ 900.000,"Villa Urquiza, Capital Federal",$ 120.000 Expensas,3.0,59.0,Avenida Monroe 4600,no,900000.0,15254.237288135591,54389786,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Avenida Monroe 4600,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.579266,-58.4950197
$ 550.000,"Villa Urquiza, Capital Federal",,2.0,50.0,Andonaegui 2400,no,550000.0,11000.0,54392947,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Andonaegui 2400,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5764589,-58.489817
$ 300.000,"Villa Urquiza, Capital Federal",$ 72.000 Expensas,1.0,26.0,Alvarez Thomas al 2900,no,300000.0,11538.46153846154,53617671,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Alvarez Thomas 2900,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5738246,-58.4804011
$ 310.000,"Villa Urquiza, Capital Federal",$ 102.000 Expensas,1.0,31.0,Avenida Triunvirato  3700 9°,no,310000.0,10000.0,53455889,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Avenida Triunvirato 3700 9°,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5787596,-58.4795473
USD 850,"Villa Urquiza, Capital Federal",,3.0,80.0,Avenida Congreso e/ Diaz Colodrero y Pacheco,si,1219750.0,15246.875,53225330,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Avenida Congreso e/ Diaz Colodrero y Pacheco,Villa Urquiza, Ciudad de Buenos Aires, Argentina",,
$ 395.000,"Villa Urquiza, Capital Federal",$ 54.502 Expensas,1.0,36.0,Aizpurúa 2500,no,395000.0,10972.222222222224,54201327,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Aizpurúa 2500,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5782511,-58.4953238
$ 700.000,"Villa Urquiza, Capital Federal",$ 150.000 Expensas,2.0,54.0,Pacheco 2400,no,700000.0,12962.962962962964,54195751,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Pacheco 2400,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.573289,-58.484242
$ 450.000,"Villa Urquiza, Capital Federal",$ 75.000 Expensas,1.0,34.0,Roosevelt 4900,no,450000.0,13235.29411764706,54214301,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Roosevelt 4900,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5724469,-58.4845537
$ 470.000,"Villa Urquiza, Capital Federal",$ 110.000 Expensas,1.0,40.0,Olazabal 4800,no,470000.0,11750.0,54215848,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Olazabal 4800,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.574795,-58.482682
USD 600,"Villa Urquiza, Capital Federal",,2.0,45.0,Departamento Amoblado 2 Ambientes en Alquiler Temporal con Balcón en Villa Urquiza,si,861000.0,19133.33333333333,54219161,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Departamento Amoblado 2 Ambientes en Alquiler Temporal con Balcón en Villa Urquiza,Villa Urquiza, Ciudad de Buenos Aires, Argentina",,
$ 550.000,"Villa Urquiza, Capital Federal",$ 65.000 Expensas,2.0,48.0,Tomás A. Le Bretón 5000,no,550000.0,11458.333333333334,54217649,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Tomás A. Le Bretón 5000,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.569996,-58.4883495
USD 450,"Villa Urquiza, Capital Federal",,2.0,47.0,Nahuel Huapi 4200,si,645750.0,13739.36170212766,54104061,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Nahuel Huapi 4200,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5660524,-58.4795904
$ 550.000,"Villa Urquiza, Capital Federal",$ 65.000 Expensas,2.0,45.0,Galván 2900,no,550000.0,12222.222222222224,54170022,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Galván 2900,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.568593,-58.4860713
USD 450,"Villa Urquiza, Capital Federal",,2.0,47.0,Nahuel Huapi 4200,si,645750.0,13739.36170212766,54104061,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Nahuel Huapi 4200,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5660524,-58.4795904
$ 550.000,"Villa Urquiza, Capital Federal",$ 65.000 Expensas,2.0,45.0,Galván 2900,no,550000.0,12222.222222222224,54170022,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Galván 2900,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.568593,-58.4860713
USD 500,"Villa Urquiza, Capital Federal",,1.0,38.0,Bauness al 2100,si,717500.0,18881.57894736842,54185125,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Bauness 2100,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.57801,-58.484754
$ 490.000,"Villa Urquiza, Capital Federal",$ 80.000 Expensas,2.0,42.0,Le Breton al 5000,no,490000.0,11666.666666666666,53983607,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Le Breton 5000,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.569996,-58.4883495
$ 490.000,"Villa Urquiza, Capital Federal",$ 70.000 Expensas,2.0,41.0,Bucarelli al 2100,no,490000.0,11951.219512195124,54064961,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Bucarelli 2100,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.578609,-58.485803
$ 400.000,"Villa Urquiza, Capital Federal",$ 46.000 Expensas,2.0,41.0,Av Triunvirato al 5300,no,400000.0,9756.09756097561,54028625,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Av Triunvirato 5300,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5781765,-58.4804184
$ 900.000,"Villa Urquiza, Capital Federal",$ 128.000 Expensas,3.0,79.0,Marcelo T de Alvear  al 800,no,900000.0,11392.40506329114,54233770,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Marcelo T de Alvear 800,Villa Urquiza, Ciudad de Buenos Aires, Argentina",,
$ 450.000,"Villa Urquiza, Capital Federal",$ 50.000 Expensas,2.0,40.0,Bauness  al 1100,no,450000.0,11250.0,54239533,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Bauness 1100,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5800003,-58.4829546
$ 1.200.000,"Villa Urquiza, Capital Federal",,4.0,150.0,Olazabal  al 4700,no,1200000.0,8000.0,54212107,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Olazabal 4700,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5741117,-58.4815037
USD 500,"Villa Urquiza, Capital Federal",$ 60.000 Expensas,2.0,43.0,Roosevelt 5600,si,717500.0,16686.04651162791,54252592,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Roosevelt 5600,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5767105,-58.4925138
USD 500,"Villa Urquiza, Capital Federal",$ 60.000 Expensas,2.0,43.0,Roosevelt 5600,si,717500.0,16686.04651162791,54252592,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Roosevelt 5600,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5767105,-58.4925138
$ 480.000,"Villa Urquiza, Capital Federal",$ 62.000 Expensas,2.0,42.0,Echeverría  4200 3°,no,480000.0,11428.57142857143,53976946,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Echeverría 4200 3°,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5758573,-58.4774355
$ 590.000,"Villa Urquiza, Capital Federal",$ 70.000 Expensas,2.0,54.0,Pacheco 2300,no,590000.0,10925.925925925923,54105757,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Pacheco 2300,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.574096,-58.483564
$ 360.000,"Villa Urquiza, Capital Federal",$ 130.000 Expensas,1.0,36.0,Juramento al 5100,no,360000.0,10000.0,54144188,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Juramento 5100,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5783801,-58.4826553
USD 550,"Villa Urquiza, Capital Federal",$ 35.500 Expensas,1.0,38.0,Muy Lindo y Comodo Monoambiente con Terraza Propia en Villa Urquiza,si,789250.0,20769.736842105263,53635988,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Muy Lindo y Comodo Monoambiente con Terraza Propia en Villa Urquiza,Villa Urquiza, Ciudad de Buenos Aires, Argentina",,
USD 450,"Villa Urquiza, Capital Federal",$ 78.500 Expensas,1.0,35.0,Díaz Colodrero 2900,si,645750.0,18450.0,54351547,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Díaz Colodrero 2900,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5701617,-58.488536
$ 750.000,"Villa Urquiza, Capital Federal",$ 45.000 Expensas,3.0,71.0,Avenida Triunvirato 5100,no,750000.0,10563.38028169014,54351725,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Avenida Triunvirato 5100,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5787596,-58.4795473
USD 450,"Villa Urquiza, Capital Federal",$ 78.500 Expensas,1.0,35.0,Díaz Colodrero 2900,si,645750.0,18450.0,54351547,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Díaz Colodrero 2900,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5701617,-58.488536
$ 750.000,"Villa Urquiza, Capital Federal",$ 45.000 Expensas,3.0,71.0,Avenida Triunvirato 5100,no,750000.0,10563.38028169014,54351725,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Avenida Triunvirato 5100,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5787596,-58.4795473
$ 530.000,"Villa Urquiza, Capital Federal",$ 100.000 Expensas,2.0,44.0,Av. Monroe  al 4800 Entre Alvarez Thomas y Pacheco,no,530000.0,12045.454545454546,54368657,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Av. Monroe 4800 Entre Alvarez Thomas y Pacheco,Villa Urquiza, Ciudad de Buenos Aires, Argentina",,
$ 300.000,"Villa Urquiza, Capital Federal",$ 85.000 Expensas,1.0,26.0,Av. Alvarez Thomas al 2900,no,300000.0,11538.46153846154,54362427,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Av. Alvarez Thomas 2900,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5738246,-58.4804011
USD 600,"Villa Urquiza, Capital Federal",$ 141.000 Expensas,2.0,51.0,Calle Doctor Pedro I. Rivera 5800,si,861000.0,16882.352941176472,54364475,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Calle Doctor Pedro I. Rivera 5800,Villa Urquiza, Ciudad de Buenos Aires, Argentina",,
USD 600,"Villa Urquiza, Capital Federal",$ 141.000 Expensas,2.0,51.0,Calle Doctor Pedro I. Rivera 5800,si,861000.0,16882.352941176472,54364475,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Calle Doctor Pedro I. Rivera 5800,Villa Urquiza, Ciudad de Buenos Aires, Argentina",,
$ 800.000,"Villa Urquiza, Capital Federal",,6.0,200.0,Monroe 4300,no,800000.0,4000.0,52105927,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Monroe 4300,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5694932,-58.4779436
$ 350.000,"Villa Urquiza, Capital Federal",,1.0,33.0,tomas le breton ,no,350000.0,10606.060606060606,52066892,Villa Urquiza,VILLA URQUIZA,NOROESTE,"tomas le breton ,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5684656,-58.4860873
$ 370.000,"Villa Urquiza, Capital Federal",$ 60.000 Expensas,1.0,38.0,Olazabal 4700,no,370000.0,9736.842105263158,52076453,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Olazabal 4700,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5741117,-58.4815037
$ 320.000,"Villa Urquiza, Capital Federal",$ 81.500 Expensas,1.0,35.0,Nuñez 5100,no,320000.0,9142.857142857143,51686618,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Nuñez 5100,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5631046,-58.4917081
USD 690,"Villa Urquiza, Capital Federal",,1.0,40.0,Rooselvelt al 4900,si,990150.0,24753.75,52978551,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Rooselvelt 4900,Villa Urquiza, Ciudad de Buenos Aires, Argentina",,
$ 460.000,"Villa Urquiza, Capital Federal",$ 90.000 Expensas,1.0,39.0,Tomas Le Breton  4900 5°,no,460000.0,11794.871794871797,53018498,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Tomas Le Breton 4900 5°,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5684656,-58.4860873
USD 500,"Villa Urquiza, Capital Federal",$ 120.000 Expensas,2.0,49.0,Altolaguirre 3000,si,717500.0,14642.857142857143,52955161,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Altolaguirre 3000,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5723472,-58.4947346
USD 480,"Villa Urquiza, Capital Federal",$ 20.000 Expensas,2.0,40.0,"Av, Triunvirato al 3600",si,688800.0,17220.0,52964927,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Av, Triunvirato 3600,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5706391,-58.49104
$ 330.000,"Villa Urquiza, Capital Federal",$ 60.000 Expensas,1.0,35.0,Av Triunvirato 3033,no,330000.0,9428.57142857143,49525270,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Av Triunvirato 3033,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5787596,-58.4795473
$ 860.000,"Villa Urquiza, Capital Federal",$ 32.900 Expensas,4.0,81.0,Bauness 2720,no,860000.0,10617.283950617284,49541188,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Bauness 2720,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.572557304081634,-58.489809618367346
USD 1.800,"Villa Urquiza, Capital Federal",,7.0,590.0,"LARRALDE, CRISOLOGO 5600. Entre Berthelot y Andonaegui",si,2583000.0,4377.966101694915,49782601,Villa Urquiza,VILLA URQUIZA,NOROESTE,"LARRALDE, CRISOLOGO 5600. Entre Berthelot y Andonaegui,Villa Urquiza, Ciudad de Buenos Aires, Argentina",,
USD 350,"Villa Urquiza, Capital Federal",$ 15.000 Expensas,2.0,47.0,plaza ,si,502250.0,10686.170212765956,51749564,Villa Urquiza,VILLA URQUIZA,NOROESTE,"plaza ,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.571799,-58.4731599
$ 550.000,"Villa Urquiza, Capital Federal",$ 75.000 Expensas,2.0,48.0,GAMARRA 1800,no,550000.0,11458.333333333334,51148070,Villa Urquiza,VILLA URQUIZA,NOROESTE,"GAMARRA 1800,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.5798805,-58.4805925
$ 400.000,"Villa Urquiza, Capital Federal",$ 91.000 Expensas,2.0,42.0,Alvarez Thomas 3250,no,400000.0,9523.809523809525,53386053,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Alvarez Thomas 3250,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.571165146938775,-58.4839032755102
$ 330.000,"Villa Urquiza, Capital Federal",$ 115.000 Expensas,2.0,38.0,Av. Olazábal 4682,no,330000.0,8684.21052631579,48453467,Villa Urquiza,VILLA URQUIZA,NOROESTE,"Av. Olazábal 4682,Villa Urquiza, Ciudad de Buenos Aires, Argentina",-34.574039148979594,-58.48137564285714
$ 350.000,"Villa Urquiza, Capital Federal",$ 45.000 Expensas,2.0,45.0,"RIVERA, PEDRO 3968. Entre Estomba y Tronador",no,350000.0,7777.777777777777,47623178,Villa Urquiza,VILLA URQUIZA,NOROESTE,"RIVERA, PEDRO 3968. Entre Estomba y Tronador,Villa Urquiza, Ciudad de Buenos Aires, Argentina",,
