Precio,Barrios,Expensas,Ambientes,MetrosCuadrados,Direccion,Dolarizado,PrecioPesos,PrecioM2Pesos,ID,Barrio_geopy,Barrio_Recod,Corredor,DireccionNorm,Latitud,Longitud
USD 3.700,"Recoleta, Capital Federal",,4.0,250.0,Libertador al 400,si,5309500.0,21238.0,54358633,Recoleta,RECOLETA,NORTE,"Libertador 400,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5896314,-58.3799784
USD 800,"Recoleta, Capital Federal",$ 345.000 Expensas,4.0,118.0,Juncal al 2100,si,1148000.0,9728.813559322034,54182697,Recoleta,RECOLETA,NORTE,"Juncal 2100,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5929828,-58.3974001
USD 2.600,"Recoleta, Capital Federal",$ 305.000 Expensas,5.0,200.0,Av. Callao al 1200,si,3731000.0,18655.0,53752108,Recoleta,RECOLETA,NORTE,"Av. Callao 1200,Recoleta, Ciudad de Buenos Aires, Argentina",-34.599582,-58.3929512
USD 750,"Recoleta, Capital Federal",$ 80.000 Expensas,3.0,85.0,Av.libertador  al 800,si,1076250.0,12661.764705882351,52416712,Recoleta,RECOLETA,NORTE,"Av.libertador 800,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5832419,-58.396548
USD 1.700,"Recoleta, Capital Federal",$ 340.000 Expensas,4.0,150.0,Marcelo T. de Alvear  al 1300,si,2439500.0,16263.333333333334,54224694,Recoleta,RECOLETA,NORTE,"Marcelo T. de Alvear 1300,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5970021,-58.3855507
USD 1.000,"Recoleta, Capital Federal",$ 50.000 Expensas,3.0,100.0,Austria 1800,si,1435000.0,14350.0,53937013,Recoleta,RECOLETA,NORTE,"Austria 1800,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5899261,-58.4068692
$ 500.000,"Recoleta, Capital Federal",$ 140.000 Expensas,2.0,34.0,Ayacucho al 2000,no,500000.0,14705.882352941177,54371038,Recoleta,RECOLETA,NORTE,"Ayacucho 2000,Recoleta, Ciudad de Buenos Aires, Argentina",-34.587738,-58.389403
USD 1.500,"Recoleta, Capital Federal",$ 240.000 Expensas,5.0,170.0,Avda. Pueyrredon  al 1500,si,2152500.0,12661.764705882351,54211099,Recoleta,RECOLETA,NORTE,"Avda. Pueyrredon 1500,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5933404,-58.4020263
$ 750.000,"Recoleta, Capital Federal",$ 150.000 Expensas,3.0,75.0,Laprida 1300,no,750000.0,10000.0,54200052,Recoleta,RECOLETA,NORTE,"Laprida 1300,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5936236,-58.4073401
USD 1.800,"Recoleta, Capital Federal",$ 267.000 Expensas,5.0,150.0,Vicente López 2200,si,2583000.0,17220.0,53973162,Recoleta,RECOLETA,NORTE,"Vicente López 2200,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5880297,-58.3952123
$ 800.000,"Recoleta, Capital Federal",$ 230.000 Expensas,2.0,60.0,Rodriguez Peña 2000,no,800000.0,13333.333333333334,54378032,Recoleta,RECOLETA,NORTE,"Rodriguez Peña 2000,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5881583,-58.3862579
USD 450,"Recoleta, Capital Federal",$ 154.000 Expensas,2.0,33.0,Callao  al 1400,si,645750.0,19568.18181818182,54327213,Recoleta,RECOLETA,NORTE,"Callao 1400,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5926884,-58.3929563
USD 1.000,"Recoleta, Capital Federal",,3.0,78.0,Parana al 700,si,1435000.0,18397.4358974359,54337922,Recoleta,RECOLETA,NORTE,"Parana 700,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5926363,-58.3888729
USD 1.800,"Recoleta, Capital Federal",$ 110.000 Expensas,4.0,119.0,Marcelo T. de Alvear al 1200,si,2583000.0,21705.88235294117,53282388,Recoleta,RECOLETA,NORTE,"Marcelo T. de Alvear 1200,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5957898,-58.4028789
USD 7.000,"Recoleta, Capital Federal",,5.0,400.0,Av. Alvear al 1300,si,10045000.0,25112.5,53182261,Recoleta,RECOLETA,NORTE,"Av. Alvear 1300,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5860803,-58.39034
$ 280.000,"Recoleta, Capital Federal",$ 106.000 Expensas,1.0,22.0,Juncal  al 1300,no,280000.0,12727.272727272728,54204390,Recoleta,RECOLETA,NORTE,"Juncal 1300,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5928429,-58.3875543
USD 450,"Recoleta, Capital Federal",,1.0,30.0,Arenales  al 2200,si,645750.0,21525.0,54132879,Recoleta,RECOLETA,NORTE,"Arenales 2200,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5943838,-58.3979793
USD 4.200,"Recoleta, Capital Federal",$ 980.000 Expensas,6.0,264.0,Alvear al 1900,si,6027000.0,22829.545454545456,54334873,Recoleta,RECOLETA,NORTE,"Alvear 1900,Recoleta, Ciudad de Buenos Aires, Argentina",-34.597387,-58.394578
USD 700,"Recoleta, Capital Federal",,2.0,51.0,Rodriguez Pena  al 1100,si,1004500.0,19696.07843137255,54115200,Recoleta,RECOLETA,NORTE,"Rodriguez Pena 1100,Recoleta, Ciudad de Buenos Aires, Argentina",-34.597354,-58.3929668
USD 6.000,"Recoleta, Capital Federal",,7.0,260.0,Av Callao al 1700,si,8610000.0,33115.38461538462,49919728,Recoleta,RECOLETA,NORTE,"Av Callao 1700,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5900456,-58.3901059
USD 1.900,"Recoleta, Capital Federal",$ 250.000 Expensas,2.0,100.0,Montevideo  y Alvear,si,2726500.0,27265.0,54285148,Recoleta,RECOLETA,NORTE,"Montevideo y Alvear,Recoleta, Ciudad de Buenos Aires, Argentina",,
$ 850.000,"Recoleta, Capital Federal",$ 290.000 Expensas,4.0,85.0,Av. Pueyrredon 1959,no,850000.0,10000.0,53825533,Recoleta,RECOLETA,NORTE,"Av. Pueyrredon 1959,Recoleta, Ciudad de Buenos Aires, Argentina",-34.588746275,-58.3990500875
USD 1.700,"Recoleta, Capital Federal",$ 400.000 Expensas,4.0,198.0,Quintana  100,si,2439500.0,12320.70707070707,54262106,Recoleta,RECOLETA,NORTE,"Quintana 100,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5899661,-58.3879202
$ 660.000,"Recoleta, Capital Federal",$ 82.000 Expensas,,43.0,Talcahuano al 1200,no,660000.0,15348.837209302326,54174422,Recoleta,RECOLETA,NORTE,"Talcahuano 1200,Recoleta, Ciudad de Buenos Aires, Argentina",,
$ 750.000,"Recoleta, Capital Federal",$ 130.000 Expensas,2.0,46.0,Gallo al 1600,no,750000.0,16304.347826086956,54233337,Recoleta,RECOLETA,NORTE,"Gallo 1600,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5917507,-58.4092034
$ 650.000,"Recoleta, Capital Federal",$ 302.266 Expensas,2.0,62.0,Pacheco de Melo al 2000    Piso 2º - Con Cochera Fija - Apto Prof.,no,650000.0,10483.870967741936,54273916,Recoleta,RECOLETA,NORTE,"Pacheco de Melo 2000  Piso 2º - Con Cochera Fija - Apto Prof.,Recoleta, Ciudad de Buenos Aires, Argentina",,
USD 3.500,"Recoleta, Capital Federal",$ 300.000 Expensas,5.0,220.0,Posadas 1500,si,5022500.0,22829.545454545456,53933574,Recoleta,RECOLETA,NORTE,"Posadas 1500,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5876633,-58.3870302
USD 2.300,"Recoleta, Capital Federal",$ 70.000 Expensas,3.0,116.0,Callao al 1400,si,3300500.0,28452.58620689655,53282831,Recoleta,RECOLETA,NORTE,"Callao 1400,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5926884,-58.3929563
USD 1.100,"Recoleta, Capital Federal",$ 208.000 Expensas,3.0,120.0,Juncal al 1900,si,1578500.0,13154.166666666666,53688188,Recoleta,RECOLETA,NORTE,"Juncal 1900,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5937251,-58.3942381
USD 1.500,"Recoleta, Capital Federal",$ 280.000 Expensas,4.0,138.0,Libertad al 1500,si,2152500.0,15597.826086956522,53948586,Recoleta,RECOLETA,NORTE,"Libertad 1500,Recoleta, Ciudad de Buenos Aires, Argentina",,
USD 890,"Recoleta, Capital Federal",$ 140.000 Expensas,2.0,62.0,Austria  al 1900,si,1277150.0,20599.1935483871,53322657,Recoleta,RECOLETA,NORTE,"Austria 1900,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5896647,-58.4064516
USD 5.000,"Recoleta, Capital Federal",$ 600.000 Expensas,6.0,235.0,Posadas al 1500,si,7175000.0,30531.91489361702,54271339,Recoleta,RECOLETA,NORTE,"Posadas 1500,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5876633,-58.3870302
USD 900,"Recoleta, Capital Federal",$ 200.000 Expensas,5.0,105.0,Santa Fe 2200,si,1291500.0,12300.0,54211108,Recoleta,RECOLETA,NORTE,"Santa Fe 2200,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5955313,-58.3984938
USD 700,"Recoleta, Capital Federal",$ 200.000 Expensas,3.0,76.0,Vicente López  1895,si,1004500.0,13217.105263157897,54391544,Recoleta,RECOLETA,NORTE,"Vicente López 1895,Recoleta, Ciudad de Buenos Aires, Argentina",-34.59016086734693,-58.39173445714285
USD 1.100,"Recoleta, Capital Federal",$ 132.000 Expensas,4.0,107.0,Uruguay al 1200,si,1578500.0,14752.336448598133,53339697,Recoleta,RECOLETA,NORTE,"Uruguay 1200,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5916775,-58.3878755
USD 1.000,"Recoleta, Capital Federal",,3.0,73.0,Ayacucho al 2000,si,1435000.0,19657.534246575346,53933596,Recoleta,RECOLETA,NORTE,"Ayacucho 2000,Recoleta, Ciudad de Buenos Aires, Argentina",-34.587738,-58.389403
USD 1.100,"Recoleta, Capital Federal",$ 136.000 Expensas,5.0,112.0,Libertad al 1600,si,1578500.0,14093.75,53786735,Recoleta,RECOLETA,NORTE,"Libertad 1600,Recoleta, Ciudad de Buenos Aires, Argentina",,
$ 430.000,"Recoleta, Capital Federal",$ 110.000 Expensas,1.0,45.0,Callao al 1700,no,430000.0,9555.555555555557,54045381,Recoleta,RECOLETA,NORTE,"Callao 1700,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5900456,-58.3901059
USD 1.200,"Recoleta, Capital Federal",,1.0,35.0,Callao  al 900,si,1722000.0,49200.0,53813774,Recoleta,RECOLETA,NORTE,"Callao 900,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5988118,-58.3931748
$ 600.000,"Recoleta, Capital Federal",$ 125.000 Expensas,3.0,83.0,Sanchez de Bustamante  al 2300,no,600000.0,7228.915662650603,54390259,Recoleta,RECOLETA,NORTE,"Sanchez de Bustamante 2300,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5863973,-58.4046814
USD 2.100,"Recoleta, Capital Federal",$ 1 Expensas,4.0,150.0,Montevideo al 1800,si,3013500.0,20090.0,54043815,Recoleta,RECOLETA,NORTE,"Montevideo 1800,Recoleta, Ciudad de Buenos Aires, Argentina",-34.589824,-58.3860523
$ 1.400.000,"Recoleta, Capital Federal",$ 99.446 Expensas,4.0,105.0,Coronel Diaz  al 1500,no,1400000.0,13333.333333333334,54218627,Recoleta,RECOLETA,NORTE,"Coronel Diaz 1500,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5930794,-58.4137058
USD 2.300,"Recoleta, Capital Federal",,4.0,230.0,Quintana al 500,si,3300500.0,14350.0,54337053,Recoleta,RECOLETA,NORTE,"Quintana 500,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5899661,-58.3879202
USD 900,"Recoleta, Capital Federal",$ 127.738 Expensas,3.0,100.0,Uruguay al 1200,si,1291500.0,12915.0,53546577,Recoleta,RECOLETA,NORTE,"Uruguay 1200,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5916775,-58.3878755
USD 1.000,"Recoleta, Capital Federal",$ 10.000 Expensas,3.0,92.0,Libertad  al 1600,si,1435000.0,15597.826086956522,54133159,Recoleta,RECOLETA,NORTE,"Libertad 1600,Recoleta, Ciudad de Buenos Aires, Argentina",,
USD 2.500,"Recoleta, Capital Federal",,7.0,200.0,Arenales al 900,si,3587500.0,17937.5,54156141,Recoleta,RECOLETA,NORTE,"Arenales 900,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5944722,-58.3971659
$ 1.200.000,"Recoleta, Capital Federal",$ 329.000 Expensas,4.0,132.0,Alvear Marcelo T. De al 1300,no,1200000.0,9090.90909090909,54082116,Recoleta,RECOLETA,NORTE,"Alvear Marcelo T. De 1300,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5970021,-58.3855507
$ 330.000,"Recoleta, Capital Federal",$ 138.000 Expensas,1.0,50.0,Arenales al 2400,no,330000.0,6600.0,54374454,Recoleta,RECOLETA,NORTE,"Arenales 2400,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5938595,-58.4006252
USD 5.000,"Recoleta, Capital Federal",$ 960.900 Expensas,8.0,405.0,Libertad 1500,si,7175000.0,17716.04938271605,54305015,Recoleta,RECOLETA,NORTE,"Libertad 1500,Recoleta, Ciudad de Buenos Aires, Argentina",,
USD 5.000,"Recoleta, Capital Federal",,6.0,500.0,Jean Jaures al 900,si,7175000.0,14350.0,51029870,Recoleta,RECOLETA,NORTE,"Jean Jaures 900,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5969997,-58.4065198
USD 700,"Recoleta, Capital Federal",$ 142.000 Expensas,2.0,55.0,Arenales  al 1100,si,1004500.0,18263.636363636364,53805433,Recoleta,RECOLETA,NORTE,"Arenales 1100,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5949117,-58.3920283
USD 750,"Recoleta, Capital Federal",$ 155.000 Expensas,2.0,41.0,Arenales 2300,si,1076250.0,26250.0,54307683,Recoleta,RECOLETA,NORTE,"Arenales 2300,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5942463,-58.3994122
USD 10.000,"Recoleta, Capital Federal",,7.0,380.0,Bioy Casares  al 2000,si,14350000.0,37763.15789473684,52536584,Recoleta,RECOLETA,NORTE,"Bioy Casares 2000,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5864734,-58.3889154
USD 900,"Recoleta, Capital Federal",$ 310.000 Expensas,,78.0,Av. Callao al 1900,si,1291500.0,16557.69230769231,54338439,Recoleta,RECOLETA,NORTE,"Av. Callao 1900,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5883875,-58.3883583
USD 2.500,"Recoleta, Capital Federal",,3.0,115.0,Alvear  al 1800,si,3587500.0,31195.652173913044,54230550,Recoleta,RECOLETA,NORTE,"Alvear 1800,Recoleta, Ciudad de Buenos Aires, Argentina",-34.588498,-58.3880497
$ 380.000,"Recoleta, Capital Federal",$ 48.870 Expensas,2.0,29.0,Montevideo al 900,no,380000.0,13103.448275862069,54391547,Recoleta,RECOLETA,NORTE,"Montevideo 900,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5985673,-58.3898086
USD 1.700,"Recoleta, Capital Federal",$ 280.000 Expensas,4.0,167.0,Agote 2400,si,2439500.0,14607.784431137725,52657916,Recoleta,RECOLETA,NORTE,"Agote 2400,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5859845,-58.3955747
$ 450.000,"Recoleta, Capital Federal",$ 67.000 Expensas,1.0,27.0,Uriburu  al 1400,no,450000.0,16666.666666666668,54362146,Recoleta,RECOLETA,NORTE,"Uriburu 1400,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5921412,-58.3972373
USD 2.500,"Recoleta, Capital Federal",$ 10 Expensas,4.0,144.0,Marcelo T De Alvear 1300,si,3587500.0,24913.194444444445,30484183,Recoleta,RECOLETA,NORTE,"Marcelo T De Alvear 1300,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5970021,-58.3855507
USD 800,"Recoleta, Capital Federal",$ 70.000 Expensas,4.0,120.0,Av Córdoba  al 1400,si,1148000.0,9566.666666666666,53366267,Recoleta,RECOLETA,NORTE,"Av Córdoba 1400,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5996468,-58.3999137
USD 320,"Recoleta, Capital Federal",$ 90.000 Expensas,2.0,36.0,Ayacucho 1400,si,459200.0,12755.555555555557,54245455,Recoleta,RECOLETA,NORTE,"Ayacucho 1400,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5926851,-58.3950336
USD 900,"Recoleta, Capital Federal",$ 300.000 Expensas,3.0,74.0,Juncal al 1800,si,1291500.0,17452.702702702703,54304600,Recoleta,RECOLETA,NORTE,"Juncal 1800,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5939069,-58.392925
USD 1.300,"Recoleta, Capital Federal",$ 290.000 Expensas,,148.0,Av Gral Las Heras   al 2900,si,1865500.0,12604.72972972973,54078447,Recoleta,RECOLETA,NORTE,"Av Gral Las Heras  2900,Recoleta, Ciudad de Buenos Aires, Argentina",,
USD 900,"Recoleta, Capital Federal",$ 190.000 Expensas,3.0,80.0,Marcelo t de Alvear  al 1600,si,1291500.0,16143.75,54273708,Recoleta,RECOLETA,NORTE,"Marcelo t de Alvear 1600,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5972592,-58.3896286
USD 770,"Recoleta, Capital Federal",$ 154.000 Expensas,3.0,100.0,Schiaffino al 2100,si,1104950.0,11049.5,54150929,Recoleta,RECOLETA,NORTE,"Schiaffino 2100,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5853264,-58.3886563
USD 2.000,"Recoleta, Capital Federal",$ 560.000 Expensas,3.0,138.0,Arroyo 1160 ,si,2870000.0,20797.101449275364,54394862,Recoleta,RECOLETA,NORTE,"Arroyo 1160 ,Recoleta, Ciudad de Buenos Aires, Argentina",,
$ 700.000,"Recoleta, Capital Federal",$ 65.000 Expensas,3.0,63.0,José Andrés Pacheco de Melo al 2900,no,700000.0,11111.111111111111,54345220,Recoleta,RECOLETA,NORTE,"José Andrés Pacheco de Melo 2900,Recoleta, Ciudad de Buenos Aires, Argentina",,
USD 790,"Recoleta, Capital Federal",$ 99.000 Expensas,,52.0,Av. Las Heras al 1600,si,1133650.0,21800.96153846154,54244878,Recoleta,RECOLETA,NORTE,"Av. Las Heras 1600,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5895552,-58.3945892
USD 1.400,"Recoleta, Capital Federal",$ 170.000 Expensas,4.0,155.0,Av. Las Heras al 2900,si,2009000.0,12961.290322580646,53590265,Recoleta,RECOLETA,NORTE,"Av. Las Heras 2900,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5835751,-58.4019373
USD 1.200,"Recoleta, Capital Federal",$ 60.000 Expensas,3.0,90.0,Av Libertador al 800,si,1722000.0,19133.33333333333,52736211,Recoleta,RECOLETA,NORTE,"Av Libertador 800,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5832419,-58.396548
$ 400.000,"Recoleta, Capital Federal",$ 37.000 Expensas,1.0,28.0,Peña  al 2000,no,400000.0,14285.714285714286,54345666,Recoleta,RECOLETA,NORTE,"Peña 2000,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5881583,-58.3862579
USD 7.000,"Recoleta, Capital Federal",$ 100.000 Expensas,6.0,500.0,Las Heras 1600,si,10045000.0,20090.0,51514481,Recoleta,RECOLETA,NORTE,"Las Heras 1600,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5834321,-58.403024
USD 1.650,"Recoleta, Capital Federal",$ 184.000 Expensas,2.0,66.0,Rodriguez Peña  al 2000,si,2367750.0,35875.0,53464374,Recoleta,RECOLETA,NORTE,"Rodriguez Peña 2000,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5881583,-58.3862579
USD 1.500,"Recoleta, Capital Federal",$ 258.545 Expensas,4.0,179.0,Parana al 1100,si,2152500.0,12025.13966480447,45596533,Recoleta,RECOLETA,NORTE,"Parana 1100,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5983588,-58.3882086
USD 2.500,"Recoleta, Capital Federal",$ 600.000 Expensas,5.0,313.0,Av Alvear  1500 1°,si,3587500.0,11461.661341853036,53788014,Recoleta,RECOLETA,NORTE,"Av Alvear 1500 1°,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5860803,-58.39034
USD 2.200,"Recoleta, Capital Federal",$ 390.000 Expensas,6.0,250.0,Pueyrredon 1400,si,3157000.0,12628.0,54184609,Recoleta,RECOLETA,NORTE,"Pueyrredon 1400,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5945518,-58.4025476
USD 1.200,"Recoleta, Capital Federal",$ 210.000 Expensas,3.0,120.0,Paraná  al 1200,si,1722000.0,14350.0,53175770,Recoleta,RECOLETA,NORTE,"Paraná 1200,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5983588,-58.3882086
USD 3.500,"Recoleta, Capital Federal",$ 1.200.000 Expensas,5.0,290.0,Levene al 900,si,5022500.0,17318.96551724138,53933607,Recoleta,RECOLETA,NORTE,"Levene 900,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5854393,-58.3936811
$ 450.000,"Recoleta, Capital Federal",$ 81.000 Expensas,1.0,32.0,Vicente Lopez  al 1700,no,450000.0,14062.5,54099891,Recoleta,RECOLETA,NORTE,"Vicente Lopez 1700,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5918166,-58.3898914
USD 2.700,"Recoleta, Capital Federal",$ 700.000 Expensas,5.0,220.0,Florida al 1000,si,3874500.0,17611.363636363636,54391044,Recoleta,RECOLETA,NORTE,"Florida 1000,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5889163,-58.3924409
